ID,seed_noun,source,translation,human eval,to_keep,prompt,response
79.0,veterans,"I suppose that I can now be counted as one of the veterans of the House, and I can recall how at one time the political group chairmen would lead the way when it came to wasting expenses and being driven around in limousines with chauffeurs paid for by Parliament, while in the meantime travel refunds were being drawn from the Members' cash office for the same trips.","Ich vermute, dass ich jetzt als einer der Veteranen des Hauses gelten kann, und ich erinnere mich daran, wie damals die Vorsitzenden der politischen Gruppen die Führung übernahmen, wenn es darum ging, Ausgaben zu verschwenden und in Limousinen mit Chauffeuren, bezahlt vom Parlament, herumgefahren zu werden, während gleichzeitig Reisekostenerstattungen für dieselben Reisen von der Mitgliedergeldstelle eingefordert wurden.",1,1.0,"
If the following sentence contains the German translation for the English word 'veterans', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ich vermute, dass ich jetzt als einer der Veteranen des Hauses gelten kann, und ich erinnere mich daran, wie damals die Vorsitzenden der politischen Gruppen die Führung übernahmen, wenn es darum ging, Ausgaben zu verschwenden und in Limousinen mit Chauffeuren, bezahlt vom Parlament, herumgefahren zu werden, während gleichzeitig Reisekostenerstattungen für dieselben Reisen von der Mitgliedergeldstelle eingefordert wurden.'
",The German translation for the English word 'veterans' in the sentence is 'Veteranen' which is Masculine.
80.0,veterans,The so-called war veterans - they must have been very young when the war of independence was on - have been paid to be on these farms.,"Die sogenannten Kriegsveteranen - sie müssen sehr jung gewesen sein, als der Unabhängigkeitskrieg stattfand - wurden dafür bezahlt, auf diesen Farmen zu sein.",1,1.0,"
If the following sentence contains the German translation for the English word 'veterans', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die sogenannten Kriegsveteranen - sie müssen sehr jung gewesen sein, als der Unabhängigkeitskrieg stattfand - wurden dafür bezahlt, auf diesen Farmen zu sein.'
",Masculine
81.0,veterans,"I am pleased to announce that Mr Christopher Smith, Member of the United States Chamber of Representatives and Chairman of the War Veterans Parliamentary Committee, is in the official gallery.","Ich freue mich anzukündigen, dass Herr Christopher Smith, Mitglied der Vereinigten Staaten Kammer der Abgeordneten und Vorsitzender des Kriegsveteranen-Parlamentsausschusses, in der offiziellen Galerie ist.",,0.0,N/A,N/A
82.0,veterans,"It is a Commission of balance, which combines the experience of its veterans with the freshness of the other half of its members.","Es ist eine Kommission des Gleichgewichts, die die Erfahrung ihrer Veteranen mit der Frische der anderen Hälfte ihrer Mitglieder vereint.",,0.0,N/A,N/A
83.0,donors,"At the first donors conference which took place last week, we agreed substantial sums of money and signalled our willingness to support this process by appropriate means.","Bei der ersten Geberkonferenz letzte Woche haben wir beträchtliche Geldbeträge vereinbart und signalisierten unsere Bereitschaft, diesen Prozess durch geeignete Mittel zu unterstützen.",1,1.0,"
If the following sentence contains the German translation for the English word 'donors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Bei der ersten Geberkonferenz letzte Woche haben wir beträchtliche Geldbeträge vereinbart und signalisierten unsere Bereitschaft, diesen Prozess durch geeignete Mittel zu unterstützen.'
",Masculine
84.0,donors,"We understand Georgia's wish to renew and review the Joint Control Commission's composition, but existing peace mechanisms should be fully utilised until new ones are in place and the recent Needs Assessment Study and the June 2006 international donors' conference show that there is scope for a constructive dialogue.","Wir verstehen den Wunsch Georgiens, die Zusammensetzung der Gemeinsamen Kontrollkommission zu erneuern und zu überprüfen, aber bestehende Friedensmechanismen sollten vollständig genutzt werden, bis neue vorhanden sind; die jüngste Bedarfsanalyse und die internationale Geberkonferenz im Juni 2006 zeigen, dass Raum für einen konstruktiven Dialog besteht.",1,1.0,"
If the following sentence contains the German translation for the English word 'donors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir verstehen den Wunsch Georgiens, die Zusammensetzung der Gemeinsamen Kontrollkommission zu erneuern und zu überprüfen, aber bestehende Friedensmechanismen sollten vollständig genutzt werden, bis neue vorhanden sind; die jüngste Bedarfsanalyse und die internationale Geberkonferenz im Juni 2006 zeigen, dass Raum für einen konstruktiven Dialog besteht.'
","The sentence contains the German word 'Geberkonferenz' which is a compound of 'Geber' (donors) and 'Konferenz' (conference), therefore it carries the translation for 'donors'. The word 'Geber' is Masculine in gender."
85.0,donors,"The number of deceased organ donors, on its own, is not enough and the number of live donors fails to satisfy requirements.",Allein die Anzahl der verstorbenen Organspender ist nicht ausreichend und die Anzahl der lebenden Spender erfüllt nicht die Anforderungen.,1,1.0,"
If the following sentence contains the German translation for the English word 'donors', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Allein die Anzahl der verstorbenen Organspender ist nicht ausreichend und die Anzahl der lebenden Spender erfüllt nicht die Anforderungen.'
",Masculine
86.0,donors,Securing the joint presidency of the Conference of Donors in Paris was a real achievement.,"Die gemeinsame Präsidentschaft der Geberkonferenz in Paris zu sichern, war eine echte Leistung.",,0.0,N/A,N/A
87.0,donors,I should like to take advantage of this report to make the case for a tax on international financial transactions in order to help certain donors to honour their commitments in terms of official development aid and to help developing countries to make the changes necessary to cope with climate change.,"Ich möchte diese Gelegenheit nutzen, um den Vorschlag einer Steuer auf internationale Finanztransaktionen zu unterbreiten, um bestimmte Geberländer bei der Einhaltung ihrer Zusagen im Bereich der offiziellen Entwicklungshilfe zu unterstützen und Entwicklungsländern bei der Bewältigung des Klimawandels zu helfen.",,0.0,N/A,N/A
88.0,fellow citizens,,,,0.0,N/A,N/A
89.0,notaries,"The Commission has also looked at professional risk. Certain professions such as accountants, notaries, lawyers and auditors may be vulnerable to corruption and influence by organised crime.","Die Kommission hat sich ebenfalls mit beruflichen Risiken befasst. Bestimmte Berufe wie Buchhalter, Notare, Anwälte und Wirtschaftsprüfer können anfällig für Korruption und Beeinflussung durch organisierte Kriminalität sein.",1,1.0,"
If the following sentence contains the German translation for the English word 'notaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Kommission hat sich ebenfalls mit beruflichen Risiken befasst. Bestimmte Berufe wie Buchhalter, Notare, Anwälte und Wirtschaftsprüfer können anfällig für Korruption und Beeinflussung durch organisierte Kriminalität sein.'
","The German translation for 'notaries' in the sentence is 'Notare', which displays Masculine gender."
90.0,notaries,We support the amendment recommending that the directive should not apply to notaries exercising official authority.,"Wir unterstützen die Änderung, die empfiehlt, dass die Richtlinie nicht für Notare gilt, die amtliche Gewalt ausüben.",1,1.0,"
If the following sentence contains the German translation for the English word 'notaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir unterstützen die Änderung, die empfiehlt, dass die Richtlinie nicht für Notare gilt, die amtliche Gewalt ausüben.'
",Masculine
91.0,notaries,"Legal differences in the Member States are not to be found in one area alone, although they certainly are present in mortgage law, but - as both Commissioner McCreevy and Mr Medina Ortega have just pointed out - they affect many aspects of the law, among them land registration, the practices of notaries, the law in relation to forced sales, the law of contract and the protection of consumers, all of which areas of the law are interconnected.","Rechtliche Unterschiede in den Mitgliedstaaten sind nicht nur in einem Bereich zu finden, obwohl sie sicherlich im Hypothekenrecht vorhanden sind, aber - wie sowohl Kommissar McCreevy als auch Herr Medina Ortega gerade betont haben - sie betreffen viele Aspekte des Rechts, darunter Grundbuchführung, die Praktiken von Notaren, das Recht in Bezug auf Zwangsverkäufe, Vertragsrecht und den Verbraucherschutz, die alle miteinander verbundenen Rechtsbereiche sind.",1,1.0,"
If the following sentence contains the German translation for the English word 'notaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Rechtliche Unterschiede in den Mitgliedstaaten sind nicht nur in einem Bereich zu finden, obwohl sie sicherlich im Hypothekenrecht vorhanden sind, aber - wie sowohl Kommissar McCreevy als auch Herr Medina Ortega gerade betont haben - sie betreffen viele Aspekte des Rechts, darunter Grundbuchführung, die Praktiken von Notaren, das Recht in Bezug auf Zwangsverkäufe, Vertragsrecht und den Verbraucherschutz, die alle miteinander verbundenen Rechtsbereiche sind.'
",The German translation for 'notaries' in the sentence is 'Notaren'. It displays Masculine gender.
92.0,notaries,"Most importantly, its obligations were extended to cover a much larger number of professions, in particular lawyers and notaries. This gave rise to considerable controversy at the time, and rightly so, because it raised questions such as whether lawyers would have to disclose confidential information they had learnt from their clients.","Am wichtigsten war, dass seine Verpflichtungen auf eine viel größere Anzahl von Berufen ausgedehnt wurden, insbesondere auf Anwälte und Notare. Dies führte zur erheblichen Kontroverse zur damaligen Zeit und das zu Recht, da dies Fragen aufwarf, ob Anwälte vertrauliche Informationen offenlegen müssten, die sie von ihren Mandanten erfahren hatten.",,0.0,N/A,N/A
93.0,notaries,"It is not acceptable for defence counsel, solicitors, tax consultants and notaries simply to be turned into part of the public prosecution service.","Es ist nicht akzeptabel, dass Verteidiger, Anwälte, Steuerberater und Notare einfach zum Teil des öffentlichen Strafverfolgungsdienstes werden.",,0.0,N/A,N/A
94.0,travellers,"The Commission is not prepared to do anything that would help retain a hidden subsidy, in the sense that it is not transparent, that it is regressive because it is paid by the general taxpayer who is normally less well off than travellers with access to duty-free, that goes to a large extent to subsidize the consumption of alcohol and tobacco.","Die Kommission ist nicht bereit, irgendetwas zu tun, das dabei hilft, eine versteckte Subvention zu erhalten, indem es undurchsichtig ist und regressiv ist, da sie von allgemeinen Steuerzahlern bezahlt wird, die normalerweise schlechter gestellt sind als Reisende mit Zugang zum duty-free und in hohem Maße dazu beiträgt, den Konsum von Alkohol und Tabak zu subventionieren.",3,1.0,"
If the following sentence contains the German translation for the English word 'travellers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Kommission ist nicht bereit, irgendetwas zu tun, das dabei hilft, eine versteckte Subvention zu erhalten, indem es undurchsichtig ist und regressiv ist, da sie von allgemeinen Steuerzahlern bezahlt wird, die normalerweise schlechter gestellt sind als Reisende mit Zugang zum duty-free und in hohem Maße dazu beiträgt, den Konsum von Alkohol und Tabak zu subventionieren.'
","The German translation for the English word 'travellers' is 'Reisende', which is Gender-Inclusive in this context."
95.0,travellers,Nobody benefits from lower costs that result in a higher risk for travellers and staff.,"Niemand profitiert von niedrigeren Kosten, die zu einem höheren Risiko für Reisende und Personal führen.",3,1.0,"
If the following sentence contains the German translation for the English word 'travellers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Niemand profitiert von niedrigeren Kosten, die zu einem höheren Risiko für Reisende und Personal führen.'
",The German translation for 'travellers' in the sentence is 'Reisende'. It displays Gender-Inclusive gender.
96.0,travellers,"Yet we still have those who wish to view them as short-term travellers, rather than as people who have much contribute to the Union.","Dennoch haben wir immer noch jene, die sie als kurzzeitige Reisende betrachten möchten, anstatt als Menschen, die viel zur Union beitragen können.",3,1.0,"
If the following sentence contains the German translation for the English word 'travellers', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Dennoch haben wir immer noch jene, die sie als kurzzeitige Reisende betrachten möchten, anstatt als Menschen, die viel zur Union beitragen können.'
",The German translation for the English word 'travellers' in the sentence is 'Reisende'. This word is Gender-Inclusive.
97.0,travellers,"Without a Community network, there would be no possibility of monitoring new cases at Community level and no possibility of defining and coordinating control measures for travellers coming from the Hong Kong region.","Ohne ein Gemeinschaftsnetzwerk gäbe es keine Möglichkeit, neue Fälle auf Gemeinschaftsebene zu überwachen und keine Möglichkeit, Kontrollmaßnahmen für Reisende aus der Region Hongkong festzulegen und zu koordinieren.",,0.0,N/A,N/A
98.0,travellers,"We also have to keep the necessary balance between the rights of travellers, their security and, above all, the safety of air travel against these new terrorist challenges that threaten everyone in Europe, and indeed in the greater world.","Wir müssen auch das nötige Gleichgewicht zwischen den Rechten der Reisenden, ihrer Sicherheit und vor allem der Sicherheit des Luftverkehrs gegenüber diesen neuen terroristischen Herausforderungen, die alle in Europa und tatsächlich in der ganzen Welt bedrohen, wahren.",,0.0,N/A,N/A
99.0,student representatives,,,,0.0,N/A,N/A
100.0,diabetics,"The product labelling is often deficient, and labelling is vitally important to diabetics, and they also typically cost up to 400 % more than ordinary products, which is a totally unnecessary and unreasonable financial burden to impose on diabetics.","Die Produktkennzeichnung ist oft unzureichend, und die Kennzeichnung ist für Diabetiker von entscheidender Bedeutung und sie kosten in der Regel bis zu 400 % mehr als gewöhnliche Produkte, was eine völlig unnötige und unangemessene finanzielle Belastung für Diabetiker darstellt.",1,1.0,"
If the following sentence contains the German translation for the English word 'diabetics', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Produktkennzeichnung ist oft unzureichend, und die Kennzeichnung ist für Diabetiker von entscheidender Bedeutung und sie kosten in der Regel bis zu 400 % mehr als gewöhnliche Produkte, was eine völlig unnötige und unangemessene finanzielle Belastung für Diabetiker darstellt.'
","The German translation for the English word 'diabetics' is 'Diabetiker', which is Masculine."
101.0,diabetics,I would point out to Mrs Cresson that there are some 10 million known diabetics in the European Union but we believe there are 10 million others whose symptoms are not recognized.,"Ich würde Frau Cresson darauf hinweisen, dass es in der Europäischen Union etwa 10 Millionen bekannte Diabetiker gibt, aber wir glauben, dass es weitere 10 Millionen gibt, deren Symptome nicht erkannt werden.",1,1.0,"
If the following sentence contains the German translation for the English word 'diabetics', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ich würde Frau Cresson darauf hinweisen, dass es in der Europäischen Union etwa 10 Millionen bekannte Diabetiker gibt, aber wir glauben, dass es weitere 10 Millionen gibt, deren Symptome nicht erkannt werden.'
",The German translation for the English word 'diabetics' in the sentence is 'Diabetiker'. It displays Masculine gender.
102.0,diabetics,"Firstly, all the best thinking on diabetes is that special food should not be targeted at diabetics.","Zunächst einmal besagt das beste Denken über Diabetes, dass spezielle Lebensmittel nicht auf Diabetiker abzielen sollten.",1,1.0,"
If the following sentence contains the German translation for the English word 'diabetics', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Zunächst einmal besagt das beste Denken über Diabetes, dass spezielle Lebensmittel nicht auf Diabetiker abzielen sollten.'
",The German translation for the English word 'diabetics' in the sentence is 'Diabetiker'. It displays Masculine gender.
103.0,diabetics,"This will make it easier for diabetics, for example, to calculate the number of bread units, instead of having to guess how much insulin to inject.","Dies wird es Diabetikern zum Beispiel erleichtern, die Anzahl der Broteinheiten zu berechnen, anstatt schätzen zu müssen, wie viel Insulin sie injizieren sollen.",,0.0,N/A,N/A
104.0,diabetics,This Parliament had already requested that foods for diabetics and sports foods should be covered by specific directives.,"Dieses Parlament hatte bereits angefordert, dass Lebensmittel für Diabetiker und Sportnahrung durch spezifische Richtlinien abgedeckt werden sollten.",,0.0,N/A,N/A
105.0,administrators,"It is also necessary, in my opinion, to have network administrators that are independent of commercial operators, as well as greater computerisation, enabling transmission networks and distribution networks to communicate.","Es ist meiner Meinung nach auch notwendig, unabhängige Netzwerkadministratoren zu haben, die unabhängig von kommerziellen Betreibern sind, sowie eine größere Computerisierung, um Übertragungsnetzwerke und Verteilungsnetzwerke kommunizieren zu lassen.",1,1.0,"
If the following sentence contains the German translation for the English word 'administrators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Es ist meiner Meinung nach auch notwendig, unabhängige Netzwerkadministratoren zu haben, die unabhängig von kommerziellen Betreibern sind, sowie eine größere Computerisierung, um Übertragungsnetzwerke und Verteilungsnetzwerke kommunizieren zu lassen.'
","The sentence contains the German translation for the English word 'administrators', 'Netzwerkadministratoren', which is Masculine."
106.0,administrators,We have to find a way of simplifying things for citizens themselves and for the administrators of these systems.,"Wir müssen einen Weg finden, die Dinge sowohl für die Bürger als auch für die Administratoren dieser Systeme zu vereinfachen.",1,1.0,"
If the following sentence contains the German translation for the English word 'administrators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir müssen einen Weg finden, die Dinge sowohl für die Bürger als auch für die Administratoren dieser Systeme zu vereinfachen.'
","The German translation for 'administrators' in the sentence is 'Administratoren', which displays a Masculine gender."
107.0,administrators,"The severe problems being faced by the people of Campania are nevertheless limited to only one of Italy's twenty regions, and political and administrative responsibility can be readily attributed to certain administrators, and we therefore call for their resignation.","Die schwerwiegenden Probleme, mit denen die Menschen in Kampanien konfrontiert sind, beschränken sich jedoch nur auf eine der zwanzig Regionen Italiens, und politische und administrative Verantwortung kann problemlos bestimmten Verwaltern zugeschrieben werden, weshalb wir ihren Rücktritt fordern.",1,1.0,"
If the following sentence contains the German translation for the English word 'administrators', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die schwerwiegenden Probleme, mit denen die Menschen in Kampanien konfrontiert sind, beschränken sich jedoch nur auf eine der zwanzig Regionen Italiens, und politische und administrative Verantwortung kann problemlos bestimmten Verwaltern zugeschrieben werden, weshalb wir ihren Rücktritt fordern.'
","The sentence contains the German translation for the English word 'administrators', which is 'Verwaltern'. It displays Masculine gender."
108.0,administrators,"I would also like to join him in thanking our administrators and the secretariat of the Commission and I entirely support his call for more resources, for greater representation of the Committee on Petitions in Parliament – since there are Members who wish to take part in it but who cannot do so because of its limited number of members – and an improvement in the cooperation with the Commission.","Ich möchte mich ihm auch anschließen und unseren Verwaltern und dem Sekretariat der Kommission für ihre Hilfe danken. Ich unterstütze voll und ganz seinen Aufruf nach mehr Ressourcen und einer größeren Vertretung des Petitionsausschusses im Parlament - da es Mitglieder gibt, die daran teilnehmen möchten, es aber aufgrund der begrenzten Mitgliederzahl nicht können - sowie einer Verbesserung der Zusammenarbeit mit der Kommission.",,0.0,N/A,N/A
109.0,administrators,"However, the concern for the integrity of civil servants, judges, police and administrators is often in stark contrast to the paltry salaries they receive, and I believe that this too should remain an area of attention during the accession process.","Jedoch steht die Sorge um die Integrität von Beamten, Richtern, Polizisten und Verwaltern oft in starkem Kontrast zu den mageren Gehältern, die sie erhalten, und ich glaube, dass auch dies ein Bereich bleiben sollte, dem während des Beitrittsprozesses Aufmerksamkeit geschenkt wird.",,0.0,N/A,N/A
110.0,Jews,,,,0.0,N/A,N/A
111.0,secretaries,We have always said that we want a resolution - the General Secretaries have been informed of this.,"Wir haben immer gesagt, dass wir eine Lösung wollen - die Generalsekretäre wurden darüber informiert.",1,1.0,"
If the following sentence contains the German translation for the English word 'secretaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wir haben immer gesagt, dass wir eine Lösung wollen - die Generalsekretäre wurden darüber informiert.'
","The sentence contains the German translation for the English word 'secretaries' (Generalsekretäre), which displays Masculine gender."
112.0,secretaries,"– Mr President, the corrigendum to the agenda was originally meant to include the MacCormick report on the immunity of Mr Gargani, but the Secretaries-General agreed yesterday that we first, of course, had to have the opportunity of examining it.","– Herr Präsident, das Erratum zur Tagesordnung sollte ursprünglich den MacCormick-Bericht zur Immunität von Herrn Gargani enthalten, aber die Generalsekretäre haben gestern vereinbart, dass wir natürlich zuerst die Möglichkeit haben müssen, ihn zu prüfen.",1,1.0,"
If the following sentence contains the German translation for the English word 'secretaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: '– Herr Präsident, das Erratum zur Tagesordnung sollte ursprünglich den MacCormick-Bericht zur Immunität von Herrn Gargani enthalten, aber die Generalsekretäre haben gestern vereinbart, dass wir natürlich zuerst die Möglichkeit haben müssen, ihn zu prüfen.'
","The sentence contains the German translation for the English word 'secretaries', which is 'Generalsekretäre'. It displays Masculine gender."
113.0,secretaries,The secretaries-general will now meet tomorrow morning to organise the voting.,"Die Generalsekretäre werden morgen früh zusammenkommen, um die Abstimmung zu organisieren.",1,1.0,"
If the following sentence contains the German translation for the English word 'secretaries', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Generalsekretäre werden morgen früh zusammenkommen, um die Abstimmung zu organisieren.'
",Masculine
114.0,secretaries,Both foreign secretaries did a great deal to foster a climate conducive to further progress in the region.,"Beide Außenminister haben viel dazu beigetragen, ein Klima zu fördern, das weiteren Fortschritt in der Region begünstigt.",,0.0,N/A,N/A
115.0,secretaries,"During the last few days and weeks, the negotiations have been - at least in my view - talk about very minor matters, as nearly each one of the finance ministers of the Member States and even their state secretaries handle certainly much larger sums on their own.","In den letzten Tagen und Wochen wurden die Verhandlungen - zumindest meiner Meinung nach - über sehr geringfügige Angelegenheiten gesprochen, da nahezu jeder Finanzminister der Mitgliedstaaten und selbst ihre Staatssekretäre sicherlich viel größere Summen allein verwalten.",,0.0,N/A,N/A
116.0,builders,"This new order would make it possible to overcome the difficulties, conflicts, and confusion of languages that led to dissent amongst the builders of the biblical Tower of Babel and their eventual dispersal.","Dieser neue Auftrag würde es ermöglichen, die Schwierigkeiten, Konflikte und Verwirrung der Sprachen zu überwinden, die zu Meinungsverschiedenheiten unter den Erbauern des biblischen Turms von Babel und ihrer späteren Verstreuung führten.",1,1.0,"
If the following sentence contains the German translation for the English word 'builders', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Dieser neue Auftrag würde es ermöglichen, die Schwierigkeiten, Konflikte und Verwirrung der Sprachen zu überwinden, die zu Meinungsverschiedenheiten unter den Erbauern des biblischen Turms von Babel und ihrer späteren Verstreuung führten.'
",The German translation for 'builders' in the sentence is 'Erbauern' which displays Masculine gender.
117.0,builders,"I hope it will prove possible in Pörtschach to convince all the builders we have here in Europe - sadly there are not enough women builders - to apply all their different styles and nonetheless build a uniform, common structure.","Ich hoffe, es wird möglich sein, alle Bauherren hier in Europa in Pörtschach zu überzeugen - leider gibt es nicht genug weibliche Bauherren -, dass sie all ihre verschiedenen Stile anwenden und trotzdem eine einheitliche, gemeinsame Struktur bauen.",1,1.0,"
If the following sentence contains the German translation for the English word 'builders', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Ich hoffe, es wird möglich sein, alle Bauherren hier in Europa in Pörtschach zu überzeugen - leider gibt es nicht genug weibliche Bauherren -, dass sie all ihre verschiedenen Stile anwenden und trotzdem eine einheitliche, gemeinsame Struktur bauen.'
",Masculine
118.0,builders,How can we explain that to house builders in the Member States?,Wie können wir das den Bauherren in den Mitgliedstaaten erklären?,1,1.0,"
If the following sentence contains the German translation for the English word 'builders', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Wie können wir das den Bauherren in den Mitgliedstaaten erklären?'
",Masculine
119.0,builders,The builders disappeared and the Tower went to ruin.,Die Bauarbeiter verschwanden und der Turm verfiel.,,0.0,N/A,N/A
120.0,builders,"I would suggest that the Commission refocuses and looks more closely at sending the things we can provide quickly, such as skilled experts, fishermen, carpenters, engineers, blacksmiths, boat builders, and the money to get people over there, as quickly as possible, to start rebuilding the kind of vessels they need to help replace the ones destroyed, instead of this nonsense of sending redundant, old, decrepit boats from the Mediterranean as a symbolic gesture.","Ich würde vorschlagen, dass die Kommission sich neu ausrichtet und genauer darauf schaut, die Dinge, die wir schnell bereitstellen können, wie Fachexperten, Fischer, Zimmerleute, Ingenieure, Schmiede, Bootsbauer und das Geld, um die Menschen so schnell wie möglich dorthin zu bringen, um mit dem Wiederaufbau der benötigten Schiffe zu beginnen, anstatt diesen Unsinn von symbolischen Gesten wie dem Versand überflüssiger, alter und maroder Boote aus dem Mittelmeer.",,0.0,N/A,N/A
121.0,enforcement debtors,,,,0.0,N/A,N/A
122.0,presidents,"Thank you to everybody, particularly the Presidents of the political groups, the Vice-Presidents and managers who have worked with me in the Bureau and the committee chairmen.","Vielen Dank an alle, insbesondere an die Präsidenten der politischen Gruppen, die Vizepräsidenten und Manager, die mit mir im Büro und den Ausschussvorsitzenden zusammengearbeitet haben.",1,1.0,"
If the following sentence contains the German translation for the English word 'presidents', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Vielen Dank an alle, insbesondere an die Präsidenten der politischen Gruppen, die Vizepräsidenten und Manager, die mit mir im Büro und den Ausschussvorsitzenden zusammengearbeitet haben.'
",The word for 'presidents' in the sentence is 'Präsidenten'. This form is Masculine in German.
123.0,presidents,"The Conference of Committee Chairs needs to be involved here and, in conjunction with the Committee of Delegation Chairs, it should make recommendations to the Conference of Presidents as to how to implement gender mainstreaming in the committees' and delegations' work in a concrete way.","Die Konferenz der Ausschussvorsitzenden muss hier eingebunden werden und zusammen mit dem Ausschuss der Delegationsvorsitzenden Empfehlungen an die Konferenz der Präsidenten geben, wie die Implementierung von Gender Mainstreaming in der Arbeit der Ausschüsse und Delegationen konkret umgesetzt werden kann.",1,1.0,"
If the following sentence contains the German translation for the English word 'presidents', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Die Konferenz der Ausschussvorsitzenden muss hier eingebunden werden und zusammen mit dem Ausschuss der Delegationsvorsitzenden Empfehlungen an die Konferenz der Präsidenten geben, wie die Implementierung von Gender Mainstreaming in der Arbeit der Ausschüsse und Delegationen konkret umgesetzt werden kann.'
","The German translation for the English word 'presidents' in the sentence is 'Präsidenten', which displays Masculine gender."
124.0,presidents,The next item is the examination of the final version of the draft agenda as drawn up by the Conference of Presidents pursuant to Rule 110 of the Rules of Procedure.,"Der nächste Punkt ist die Prüfung der Endfassung des Entwurfs der Tagesordnung, wie von der Präsidentenkonferenz gemäß Artikel 110 der Geschäftsordnung erstellt.",1,1.0,"
If the following sentence contains the German translation for the English word 'presidents', tell me which overt gender it displays among Masculine, Feminine, Gender-Neutral, or Gender-Inclusive. If no translation is found, reply with None.
Sentence: 'Der nächste Punkt ist die Prüfung der Endfassung des Entwurfs der Tagesordnung, wie von der Präsidentenkonferenz gemäß Artikel 110 der Geschäftsordnung erstellt.'
",Masculine
125.0,presidents,"Mr President-in-Office of the Council, let me start by publicly expressing our satisfaction at the steps taken by the President of the European Parliament and one of Parliament’s Vice-Presidents, Mr Vidal-Quadras Roca, specifically, to secure the release of the French journalist, Mrs Aubenas, and her colleague, Mr Al-Saadi, who have been held hostage for exactly 100 days today.","Herr Präsident im Amt des Rates, erlauben Sie mir, meine Zufriedenheit über die Maßnahmen auszudrücken, die der Präsident des Europäischen Parlaments und einer der Vizepräsidenten des Parlaments, Herr Vidal-Quadras Roca, ergriffen haben, um die Freilassung der französischen Journalistin, Frau Aubenas, und ihres Kollegen, Herr Al-Saadi, zu sichern, die heute genau 100 Tage lang als Geiseln gehalten wurden.",,0.0,N/A,N/A
126.0,presidents,Therefore the recommendation of the Conference of Presidents was that these should be taken together as a package when Mr Corbett's own report comes forward.,"Daher war die Empfehlung der Konferenz der Präsidenten, dass diese als Gesamtpaket behandelt werden sollten, wenn Herr Corbetts Bericht vorgelegt wird.",,0.0,N/A,N/A
