seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
supervisors	She is not identifiable in the photo, but after it went viral she posted it on her social media accounts and voluntarily identified herself to the company's human resources department that she is the person in it. Four months after being fired, she sued the company for wrongful termination and for additional severance pay. In the 2019 Virginia elections, Briskman was elected to the board of supervisors for Loudoun County, Virginia. NANA Regional Corporation  NANA Regional Corporation, headquartered in Kotzebue, Alaska, is an Alaska Native Corporation with a land base of approximately 36,000 square miles (roughly the size of Indiana) in Northwest Alaska centered on the Kotzebue Sound and its tributaries.	Sie ist auf dem Foto nicht zu erkennen, aber nachdem es sich verbreitete, postete sie es auf ihren Social-Media-Konten und gab sich gegenüber der Personalabteilung des Unternehmens freiwillig als die Person auf dem Foto zu erkennen. Vier Monate nach ihrer Entlassung verklagte sie das Unternehmen wegen unrechtmäßiger Kündigung und auf eine zusätzliche Abfindung. Bei den Wahlen 2019 in Virginia wurde Briskman in den Aufsichtsrat von Loudoun County, Virginia, gewählt. NANA Regional Corporation Die NANA Regional Corporation mit Hauptsitz in Kotzebue, Alaska, ist ein Unternehmen der Ureinwohner Alaskas mit einer Landfläche von etwa 36.000 Quadratmeilen (etwa so groß wie Indiana) im Nordwesten Alaskas, die sich auf den Kotzebue Sound und seine Nebenflüsse konzentriert.	Neutral	4	She is not identifiable in the photo, but after it went viral she posted it on her social media accounts and voluntarily identified herself to the company's human resources department that she is the person in it. Four months after being fired, she sued the company for wrongful termination and for additional severance pay.	2.0	In the 2019 Virginia elections, Briskman was elected to the board of supervisors for Loudoun County, Virginia.	NANA Regional Corporation  NANA Regional Corporation, headquartered in Kotzebue, Alaska, is an Alaska Native Corporation with a land base of approximately 36,000 square miles (roughly the size of Indiana) in Northwest Alaska centered on the Kotzebue Sound and its tributaries.	1.0	True
advocates	"Arkansas Game and Fish Commission v. United States, 568 U.S. 23 (2012), is a decision by the Supreme Court of the United States holding that it was possible for government-induced, temporary flooding to constitute a ""taking"" of property under the Fifth Amendment to the U.S. Constitution, such that compensation could be owed to the owner of the flooded property. The case was brought by an Arkansas state agency, alleging that federal flood control practices along the Black River had damaged valuable timber on state-owned lands. The Commission's lawsuit was supported by advocates for property rights, as well as by fish, forestry and wildlife groups. In opposition, the federal government cited the concern that an adverse ruling could expose it to massive liability for its nationwide flood control efforts."	"Arkansas Game and Fish Commission v. United States, 568 U.S. 23 (2012), ist eine Entscheidung des Obersten Gerichtshofs der Vereinigten Staaten, in der festgestellt wird, dass staatlich verursachte, vorübergehende Überschwemmungen eine ""Entnahme"" von Eigentum im Sinne des fünften Verfassungszusatzes darstellen können, so dass dem Eigentümer des überschwemmten Grundstücks eine Entschädigung geschuldet werden kann. Der Fall wurde von einer Behörde des Bundesstaates Arkansas vorgebracht, die behauptete, dass die Hochwasserkontrollmaßnahmen des Bundes entlang des Black River wertvolles Holz auf staatlichem Grund und Boden beschädigt hätten. Die Klage der Kommission wurde von Verfechtern von Eigentumsrechten sowie von Fisch-, Forst- und Wildtierverbänden unterstützt. Die Bundesregierung wandte sich dagegen mit der Befürchtung, dass sie im Falle eines negativen Urteils für ihre landesweiten Hochwasserschutzmaßnahmen massiv haftbar gemacht werden könnte."	M	4	"Arkansas Game and Fish Commission v. United States, 568 U.S. 23 (2012), is a decision by the Supreme Court of the United States holding that it was possible for government-induced, temporary flooding to constitute a ""taking"" of property under the Fifth Amendment to the U.S. Constitution, such that compensation could be owed to the owner of the flooded property. The case was brought by an Arkansas state agency, alleging that federal flood control practices along the Black River had damaged valuable timber on state-owned lands."	2.0	The Commission's lawsuit was supported by advocates for property rights, as well as by fish, forestry and wildlife groups.	In opposition, the federal government cited the concern that an adverse ruling could expose it to massive liability for its nationwide flood control efforts.	1.0	True
advocates	Its mission is to create an inclusive digital world for people of all abilities. Knowbility's signature program is the Accessibility Internet Rally, a web-building competition that brings together volunteer web designers to create accessible websites for nonprofit organizations and artists that serve communities all over the world. History Knowbility grew from a community collaboration in 1998 among advocates in Austin, Texas that represented a wide array of businesses, government agencies, and nonprofit organizations dedicated to improving digital accessibility awareness and skills. As Austin became a tech hub, civic leaders set out to create a program to engage website designers and information technology developers in disability issues.	Das Markenzeichen von Knowbility ist die Accessibility Internet Rally, ein Wettbewerb, bei dem freiwillige Webdesigner zusammenkommen, um barrierefreie Websites für gemeinnützige Organisationen und Künstler zu erstellen, die Gemeinden auf der ganzen Welt dienen. Geschichte Knowbility entstand 1998 aus einer gemeinschaftlichen Zusammenarbeit von Befürwortern in Austin, Texas, die ein breites Spektrum von Unternehmen, Behörden und gemeinnützigen Organisationen vertraten, die sich für die Verbesserung des Bewusstseins und der Fähigkeiten im Bereich der digitalen Barrierefreiheit einsetzten. Als Austin zu einem Technologiezentrum wurde, machten sich die Verantwortlichen der Stadt daran, ein Programm zu entwickeln, das Website-Designer und Entwickler von Informationstechnologie für Behindertenfragen begeistern sollte.	M	4	Its mission is to create an inclusive digital world for people of all abilities. Knowbility's signature program is the Accessibility Internet Rally, a web-building competition that brings together volunteer web designers to create accessible websites for nonprofit organizations and artists that serve communities all over the world.	2.0	History Knowbility grew from a community collaboration in 1998 among advocates in Austin, Texas that represented a wide array of businesses, government agencies, and nonprofit organizations dedicated to improving digital accessibility awareness and skills.	As Austin became a tech hub, civic leaders set out to create a program to engage website designers and information technology developers in disability issues.	1.0	True
laypeople	Dance clothing was strongly related to shamanistic clothing, indicated by designs that reference the spiritual world. Gutskin clothing could also be donned for ceremonial purposes. Inuit shamans, called , usually wore garments like those of laypeople, but which included unique accessories or design elements to differentiate their spiritual status. The intricately designed parka of the  Qingailisaq, inspired by spiritual visions, is an example of such a garment.	Die Tanzkleidung war eng mit der Schamanenkleidung verwandt, was sich an den Mustern erkennen lässt, die auf die spirituelle Welt verweisen. Auch Kleidung aus Darmhaut konnte zu zeremoniellen Zwecken angelegt werden. Die Schamanen der Inuit, die so genannten Inuit-Schamanen, trugen in der Regel Kleidungsstücke, die denen der Laien ähnelten, jedoch mit einzigartigen Accessoires oder Designelementen versehen waren, um ihren spirituellen Status hervorzuheben. Der aufwendig gestaltete Parka der Qingailisaq, der von spirituellen Visionen inspiriert war, ist ein Beispiel für ein solches Kleidungsstück.	M	4	Dance clothing was strongly related to shamanistic clothing, indicated by designs that reference the spiritual world. Gutskin clothing could also be donned for ceremonial purposes.	2.0	Inuit shamans, called , usually wore garments like those of laypeople, but which included unique accessories or design elements to differentiate their spiritual status.	The intricately designed parka of the  Qingailisaq, inspired by spiritual visions, is an example of such a garment.	1.0	True
laypeople	"Spears started the Christian Life as a rival magazine to the London Inquirer, becoming the voice of conservative late Biblical Unitarianism with Samuel Sharpe, till the two publications were merged in July 1929, and ran for a short time as The Inquirer and Christian Life. Another magazine, the Unitarian Herald, ran from 1861 to 1889. Mission work The Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" was founded in 1806, largely by laypeople. It gave money to congregations that needed it and employed Richard Wright as an itinerant missionary."	"Spears gründete die Zeitschrift Christian Life als Konkurrenz zum London Inquirer und wurde zusammen mit Samuel Sharpe zum Sprachrohr des konservativen späten biblischen Unitarismus, bis die beiden Publikationen im Juli 1929 zusammengelegt wurden und für kurze Zeit unter dem Namen The Inquirer and Christian Life erschienen. Eine weitere Zeitschrift, der Unitarian Herald, wurde von 1861 bis 1889 herausgegeben. Missionsarbeit Der Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" (Unitarischer Fonds zur Förderung des Unitarismus durch volkstümliche Predigten) wurde 1806 größtenteils von Laien gegründet. Er verteilte Geld an Gemeinden, die es brauchten, und beschäftigte Richard Wright als Wandermissionar."	M	4	Spears started the Christian Life as a rival magazine to the London Inquirer, becoming the voice of conservative late Biblical Unitarianism with Samuel Sharpe, till the two publications were merged in July 1929, and ran for a short time as The Inquirer and Christian Life. Another magazine, the Unitarian Herald, ran from 1861 to 1889.	2.0	"Mission work The Unitarian Fund ""for the Promotion of Unitarianism by means of Popular Preaching"" was founded in 1806, largely by laypeople."	It gave money to congregations that needed it and employed Richard Wright as an itinerant missionary.	1.0	True
intermediaries	Guatemala – Odebrecht's operations in the country took place between 2013 and 2015, with estimated expenses of US$18 million in bribes. Guatemalan Attorney General Thelma Aldana said she would seek the collaboration of the United States Department of Justice and the Attorney General of Brazil to investigate the payment of bribes to the country's civil servants during the term of former president Otto Pérez Molina, arrested in 2015, accused of pocketing more than 50 percent of all customs revenue in the country. Mexico – Between 2010 and 2014, the Brazilian contractor paid a total of US$10.5 million to intermediaries in the country. The payment was confirmed by Odebrecht executives in testimony given in exchange for a sentence reduction from the US Department of Justice.	Guatemala - Odebrecht war zwischen 2013 und 2015 in dem Land tätig und hat schätzungsweise 18 Millionen US-Dollar an Bestechungsgeldern gezahlt. Die guatemaltekische Generalstaatsanwältin Thelma Aldana erklärte, sie werde die Zusammenarbeit mit dem US-Justizministerium und dem brasilianischen Generalstaatsanwalt suchen, um die Zahlung von Bestechungsgeldern an Beamte des Landes während der Amtszeit des 2015 verhafteten ehemaligen Präsidenten Otto Pérez Molina zu untersuchen, der beschuldigt wird, mehr als 50 Prozent aller Zolleinnahmen des Landes in die eigene Tasche gesteckt zu haben. Mexiko - Zwischen 2010 und 2014 hat das brasilianische Bauunternehmen insgesamt 10,5 Millionen US-Dollar an Vermittler in dem Land gezahlt. Die Zahlungen wurden von Führungskräften von Odebrecht in einer Aussage bestätigt, die sie im Gegenzug für eine Strafminderung durch das US-Justizministerium gemacht haben.	M	4	Guatemala – Odebrecht's operations in the country took place between 2013 and 2015, with estimated expenses of US$18 million in bribes. Guatemalan Attorney General Thelma Aldana said she would seek the collaboration of the United States Department of Justice and the Attorney General of Brazil to investigate the payment of bribes to the country's civil servants during the term of former president Otto Pérez Molina, arrested in 2015, accused of pocketing more than 50 percent of all customs revenue in the country.	2.0	Mexico – Between 2010 and 2014, the Brazilian contractor paid a total of US$10.5 million to intermediaries in the country.	The payment was confirmed by Odebrecht executives in testimony given in exchange for a sentence reduction from the US Department of Justice.	1.0	True
operators	"In the event of erroneous Angle of Attack (AOA) input, the pitch trim system can trim the stabilizer nose down in increments lasting up to 10 seconds."" The FAA had removed reference to MCAS from its draft EAD. November 10, Boeing referred publicly for the first time to the MCAS by name in a Multi Operator Message to operators. The MCAS control law, a few lines of software code in the , could autonomously command nosedives, when even a single sensor failure resulted in bad data; MCAS was omitted from aircraft manuals and training, therefore flight crews had no knowledge of its existence or functioning until Boeing published a bulletin on November 6."	Die FAA hatte den Hinweis auf MCAS aus ihrem Entwurf des Europäischen Bewertungsdokuments entfernt. Am 10. November wies Boeing in einer Multi Operator Message an die Betreiber zum ersten Mal öffentlich auf das MCAS hin. Das MCAS-Steuerungsgesetz, ein paar Zeilen Softwarecode im Flugzeug, konnte autonom Sturzflüge befehlen, wenn auch nur ein einziger Sensorausfall zu schlechten Daten führte; MCAS wurde in den Handbüchern und in der Ausbildung des Flugzeugs nicht erwähnt, so dass die Flugbesatzungen bis zur Veröffentlichung eines Bulletins durch Boeing am 6. November keine Kenntnis von seiner Existenz oder Funktionsweise hatten.	M	4	"In the event of erroneous Angle of Attack (AOA) input, the pitch trim system can trim the stabilizer nose down in increments lasting up to 10 seconds."" The FAA had removed reference to MCAS from its draft EAD."	2.0	November 10, Boeing referred publicly for the first time to the MCAS by name in a Multi Operator Message to operators.	The MCAS control law, a few lines of software code in the , could autonomously command nosedives, when even a single sensor failure resulted in bad data; MCAS was omitted from aircraft manuals and training, therefore flight crews had no knowledge of its existence or functioning until Boeing published a bulletin on November 6.	1.0	True
operators	The Squalus rescue  Momsen, already famous for the invention of his Momsen lung, achieved even more fame for directing the rescue and recovery of the 33 crewmen of the submarine Squalus, which sank in May 1939 in  of water off the Isles of Shoals, New Hampshire. Working from the submarine rescue ship USS Falcon (ASR-2), Momsen instructed the team of deep-sea divers as they dived to the submarine and attached cables to the rescue chamber. He also supervised rescue chamber operators  as it made four dives to bring the submariners to the surface and a fifth to check the flooded aft section for survivors. The fourth dive was marred by a cable jam, and the chamber had to be hauled to the surface by hand over hand pulling by all on board.	Die Squalus-Rettung Momsen, der bereits für die Erfindung seiner Momsen-Lunge berühmt war, erlangte noch mehr Berühmtheit, als er die Rettung und Bergung der 33 Besatzungsmitglieder des U-Boots Squalus leitete, das im Mai 1939 vor den Isles of Shoals, New Hampshire, gesunken war. Vom U-Boot-Rettungsschiff USS Falcon (ASR-2) aus instruierte Momsen das Team von Tiefseetauchern, die zum U-Boot tauchten und Kabel an der Rettungskammer anbrachten. Er beaufsichtigte auch die Bediener der Rettungskammer, die vier Tauchgänge unternahm, um die U-Boot-Besatzung an die Oberfläche zu bringen, und einen fünften, um das überflutete Heck nach Überlebenden zu durchsuchen. Der vierte Tauchgang wurde durch eine Kabelverstopfung beeinträchtigt, und die Kammer musste von allen an Bord per Handzug an die Oberfläche gezogen werden.	M	4	The Squalus rescue  Momsen, already famous for the invention of his Momsen lung, achieved even more fame for directing the rescue and recovery of the 33 crewmen of the submarine Squalus, which sank in May 1939 in  of water off the Isles of Shoals, New Hampshire. Working from the submarine rescue ship USS Falcon (ASR-2), Momsen instructed the team of deep-sea divers as they dived to the submarine and attached cables to the rescue chamber.	2.0	He also supervised rescue chamber operators  as it made four dives to bring the submariners to the surface and a fifth to check the flooded aft section for survivors.	The fourth dive was marred by a cable jam, and the chamber had to be hauled to the surface by hand over hand pulling by all on board.	1.0	True
hosts	Each episode features teams of two building Lego projects from a vast array of bricks and parts to meet both creative and practical goals set by the challenge for a particular episode. The show is hosted and executive produced by Will Arnett, with Lego Group creative designers Amy Corbett and Jamie Berard serving as the show's judges. Various guest stars have also served as hosts and judges. On December 3, 2021, the series was renewed for a third season set to premiere in 2022.	In jeder Folge bauen Zweierteams Lego-Projekte aus einer Vielzahl von Steinen und Teilen, um sowohl kreative als auch praktische Ziele zu erreichen, die durch die Herausforderung einer bestimmten Folge vorgegeben sind. Die Show wird von Will Arnett moderiert und produziert, wobei die Kreativdesigner der Lego Group, Amy Corbett und Jamie Berard, als Juroren der Show fungieren. Verschiedene Gaststars haben ebenfalls als Moderatoren und Juroren fungiert. Am 3. Dezember 2021 wurde die Serie für eine dritte Staffel verlängert, die im Jahr 2022 Premiere haben soll.	M	4	Each episode features teams of two building Lego projects from a vast array of bricks and parts to meet both creative and practical goals set by the challenge for a particular episode. The show is hosted and executive produced by Will Arnett, with Lego Group creative designers Amy Corbett and Jamie Berard serving as the show's judges.	2.0	Various guest stars have also served as hosts and judges.	On December 3, 2021, the series was renewed for a third season set to premiere in 2022.	1.0	True
hosts	He is currently co-host of SBS World News on Special Broadcasting Service (SBS). Career Enus presented SBS World News Australia late edition, which aired on weeknights at 9.30pm until December 2007. Due to the departure of both Mary Kostakidis and Stan Grant as co-hosts of SBS World News Australia, Enus was appointed co-host of the bulletin on 17 December 2007. Enus has been a news presenter and journalist for over 25 years.	Er ist derzeit Co-Moderator von SBS World News auf Special Broadcasting Service (SBS). Karriere Enus moderierte die Spätausgabe von SBS World News Australia, die bis Dezember 2007 wochentags um 21.30 Uhr ausgestrahlt wurde. Aufgrund des Ausscheidens von Mary Kostakidis und Stan Grant als Co-Moderatoren von SBS World News Australia wurde Enus am 17. Dezember 2007 zum Co-Moderator des Bulletins ernannt. Enus ist seit über 25 Jahren als Nachrichtenmoderator und Journalist tätig.	M	4	He is currently co-host of SBS World News on Special Broadcasting Service (SBS). Career Enus presented SBS World News Australia late edition, which aired on weeknights at 9.30pm until December 2007.	2.0	Due to the departure of both Mary Kostakidis and Stan Grant as co-hosts of SBS World News Australia, Enus was appointed co-host of the bulletin on 17 December 2007.	Enus has been a news presenter and journalist for over 25 years.	1.0	True
participants	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies. The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process. Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	Der Verwaltungsrat sollte einen Haushalt genehmigen und Richtlinien für die Ressourcenzuteilung aufstellen, die die strategischen Prioritäten widerspiegeln. Die Verwaltungsräte sollten eine offene Kommunikation mit den Campus-Beteiligten sicherstellen. Der Verwaltungsrat sollte sich zu Rechenschaftspflicht und Transparenz verpflichten und das Verhalten vorleben, das er von den anderen Teilnehmern am Verwaltungsprozess erwartet. Die Verwaltungsräte tragen die letztendliche Verantwortung für die Ernennung und Bewertung der Leistung des Präsidenten.	M	4	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies.	2.0	The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process.	Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	1.0	True
participants	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others. To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people. The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	Dies deutet darauf hin, dass die Zuschreibung von sozialem Wert an Menschen und Dinge auf ähnlichen grundlegenden neuronalen Mechanismen beruht und nicht auf spezialisierten neuronalen Schaltkreisen. Ein anderer Forschungszweig untersucht, wie das Gehirn die dynamische soziale Struktur verfolgt, wenn Menschen mit anderen interagieren. Um dies zu untersuchen, entwickelte Schillers Team ein soziales Spiel, bei dem die Teilnehmer in einer imaginären Stadt ankommen und einen Job und eine Wohnung finden müssen, indem sie mit den Bewohnern der Stadt interagieren. Die Studie ergab, dass die Position jedes Charakters in Bezug auf den Teilnehmer bei jeder Interaktion durch Polarkoordinaten in einem zweidimensionalen Achsensystem von Macht und Zugehörigkeit beschrieben werden konnte und dass diese Koordinaten während des gesamten Spiels durch den Hippocampus und den posterioren cingulären Cortex kodiert wurden.	M	4	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others.	2.0	To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people.	The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	1.0	True
lawyers	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits. The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day. Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	Innerhalb der ersten zwei Jahre nach Verabschiedung dieses Gesetzes verzeichneten die Gerichte einen exponentiellen Anstieg der Khulʿ-Klagen. Das Gesetz muss jedoch noch vom Parlament verabschiedet werden und wird bis heute von vielen Juristen verurteilt. Nigeria Khulʿ ist die häufigste Form der Scheidung im Norden Nigerias.	M	4	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits.	2.0	The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day.	Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	1.0	True
lawyers	Cohen has served as the committee Consultant for the National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public, and was the president of the Institute for Integrative and Energy Medicine in Newport Beach, California. He is also a yoga practitioner and author of articles for yoga instructors, as well as medical and legal professionals. Publishing Cohen's first book was Creative Writing for Lawyers, which was published in 1990. The book was intended to draw the natural fictional talents of lawyers, with the idea that legal and fictional writing are compatible genres.	Cohen war Berater des National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public und Präsident des Institute for Integrative and Energy Medicine in Newport Beach, Kalifornien. Außerdem praktiziert er Yoga und ist Autor von Artikeln für Yogalehrer, Mediziner und Juristen. 1990 veröffentlichte Cohen sein erstes Buch Creative Writing for Lawyers (Kreatives Schreiben für Juristen), das die natürlichen fiktionalen Talente von Juristen nutzen sollte, da juristisches und fiktionales Schreiben miteinander vereinbar sind.	M	4	Cohen has served as the committee Consultant for the National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public, and was the president of the Institute for Integrative and Energy Medicine in Newport Beach, California. He is also a yoga practitioner and author of articles for yoga instructors, as well as medical and legal professionals.	2.0	Publishing Cohen's first book was Creative Writing for Lawyers, which was published in 1990.	The book was intended to draw the natural fictional talents of lawyers, with the idea that legal and fictional writing are compatible genres.	1.0	True
lawyers	In the 2nd episode of Season 8, Carla is killed in a car accident. Peter takes Reese into his full custody, but when Roger continues to appeal for time with his stepson, Peter insists that Roger move on with his life and stay away. Roger sues Peter for custody of Reese, and his lawyers force Peter to address the fact that he may not be Reese's biological father. Peter takes another paternity test and this time learns the truth—he is not Reese's biological father.	In der zweiten Folge von Staffel 8 kommt Carla bei einem Autounfall ums Leben. Peter nimmt Reese in seine volle Obhut, aber als Roger weiterhin um Zeit mit seinem Stiefsohn bittet, besteht Peter darauf, dass Roger mit seinem Leben weitermacht und sich von ihm fernhält. Roger verklagt Peter auf das Sorgerecht für Reese, und seine Anwälte zwingen Peter dazu, sich mit der Tatsache auseinanderzusetzen, dass er möglicherweise nicht der biologische Vater von Reese ist. Peter macht einen weiteren Vaterschaftstest und erfährt diesmal die Wahrheit - er ist nicht der biologische Vater von Reese.	M	4	In the 2nd episode of Season 8, Carla is killed in a car accident. Peter takes Reese into his full custody, but when Roger continues to appeal for time with his stepson, Peter insists that Roger move on with his life and stay away.	2.0	Roger sues Peter for custody of Reese, and his lawyers force Peter to address the fact that he may not be Reese's biological father.	Peter takes another paternity test and this time learns the truth—he is not Reese's biological father.	1.0	True
speculators	To persuade the legislature to give up the ore tax, US Steel agreed to build a manufacturing complex in Duluth, and produce some finished materials and products within the state that supplied the most iron ore to the company. US Steel carried coal and other raw materials in their ships up the Great Lakes to Duluth in their otherwise empty cargo holds; they filled the freighters with iron ore to return to the mills on the lower lakes, especially in Illinois and Ohio. Many speculators thought that Duluth would become a massive manufacturing center, second only to Pittsburgh or Chicago, but these ambitions never came close to being realized. The Minnesota Steel Company, which was incorporated by U.S. Steel in 1907, was the subsidiary operating unit of U.S. Steel in Duluth.	Um die Legislative davon zu überzeugen, auf die Erzsteuer zu verzichten, erklärte sich US Steel bereit, in Duluth einen Produktionskomplex zu errichten und einige Endprodukte in dem Bundesstaat zu produzieren, der das meiste Eisenerz an das Unternehmen lieferte. US Steel transportierte Kohle und andere Rohstoffe in ihren Schiffen auf den Großen Seen bis nach Duluth in ihren ansonsten leeren Laderäumen; sie füllten die Frachter mit Eisenerz, um es zu den Werken an den unteren Seen, insbesondere in Illinois und Ohio, zurückzubringen. Viele Spekulanten dachten, dass Duluth ein riesiges Produktionszentrum werden würde, das nur von Pittsburgh oder Chicago übertroffen würde, aber diese Ambitionen wurden nie annähernd verwirklicht. Die Minnesota Steel Company, die 1907 von US Steel gegründet wurde, war die Tochtergesellschaft von US Steel in Duluth.	M	4	To persuade the legislature to give up the ore tax, US Steel agreed to build a manufacturing complex in Duluth, and produce some finished materials and products within the state that supplied the most iron ore to the company. US Steel carried coal and other raw materials in their ships up the Great Lakes to Duluth in their otherwise empty cargo holds; they filled the freighters with iron ore to return to the mills on the lower lakes, especially in Illinois and Ohio.	2.0	Many speculators thought that Duluth would become a massive manufacturing center, second only to Pittsburgh or Chicago, but these ambitions never came close to being realized.	The Minnesota Steel Company, which was incorporated by U.S. Steel in 1907, was the subsidiary operating unit of U.S. Steel in Duluth.	1.0	True
economists	"Lerner was 62 when he was given a professorship at the University of California, Berkeley in 1965 and left after reaching mandatory retirement age six years later. During his time there, Lerner criticized the unrest caused by the student protests as a threat to academic freedom. Although Lerner never received the Sveriges Riksbank's Nobel Memorial Prize in Economic Sciences, he has been recognized as one of the greatest economists of his era. Fundamental economic ""concepts, theorems and rules"" were derived and/or furthered by Lerner's work throughout his academic career."	"Lerner war 62 Jahre alt, als er 1965 eine Professur an der Universität von Kalifornien in Berkeley erhielt, und verließ sie sechs Jahre später, nachdem er das gesetzliche Rentenalter erreicht hatte. Während seiner Zeit dort kritisierte Lerner die durch die Studentenproteste ausgelösten Unruhen als Bedrohung der akademischen Freiheit. Obwohl Lerner nie den Nobel-Gedächtnispreis für Wirtschaftswissenschaften der Sveriges Riksbank erhielt, wird er als einer der größten Ökonomen seiner Zeit anerkannt. Grundlegende ökonomische ""Konzepte, Theoreme und Regeln"" wurden von Lerner während seiner gesamten akademischen Laufbahn abgeleitet und/oder weiterentwickelt."	M	4	Lerner was 62 when he was given a professorship at the University of California, Berkeley in 1965 and left after reaching mandatory retirement age six years later. During his time there, Lerner criticized the unrest caused by the student protests as a threat to academic freedom.	2.0	Although Lerner never received the Sveriges Riksbank's Nobel Memorial Prize in Economic Sciences, he has been recognized as one of the greatest economists of his era.	"Fundamental economic ""concepts, theorems and rules"" were derived and/or furthered by Lerner's work throughout his academic career."	1.0	True
economists	B. Clark. In 1930 Hayek re-opened the debate by linking lower interest rates with more indirect methods of production, i.e., with higher capital/labor ratios. Since the interest rate was for Hayek the price of capital, it was clear that Hayek (as all Neoclassical economists) thought that lower interest rates would lead to more capital-intensive production methods. With the outbreak of the Great Depression, the debates over capital theory were abandoned, and it was not until 1953, due to a paper by Joan Robinson, that the topic was again given prominence.	B. Clark. 1930 nahm Hayek die Debatte wieder auf, indem er niedrigere Zinssätze mit indirekteren Produktionsmethoden, d. h. mit einem höheren Verhältnis zwischen Kapital und Arbeit, in Verbindung brachte. Da der Zinssatz für Hayek der Preis des Kapitals war, lag es auf der Hand, dass Hayek (wie alle neoklassischen Ökonomen) davon ausging, dass niedrigere Zinssätze zu kapitalintensiveren Produktionsmethoden führen würden. Mit dem Ausbruch der Weltwirtschaftskrise wurden die Debatten über die Kapitaltheorie aufgegeben, und erst 1953 wurde das Thema durch einen Aufsatz von Joan Robinson wieder in den Vordergrund gerückt.	M	4	B. Clark. In 1930 Hayek re-opened the debate by linking lower interest rates with more indirect methods of production, i.e., with higher capital/labor ratios.	2.0	Since the interest rate was for Hayek the price of capital, it was clear that Hayek (as all Neoclassical economists) thought that lower interest rates would lead to more capital-intensive production methods.	With the outbreak of the Great Depression, the debates over capital theory were abandoned, and it was not until 1953, due to a paper by Joan Robinson, that the topic was again given prominence.	1.0	True
