rid	seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
62	counsellors	After completing her residencies, she worked for the Société Internationale Missionnaire, or SIM as it is more commonly known, a missionary organization that ran several hospitals in Africa. Working as a physician and surgeon, she first was stationed in Jos, Nigeria at the Sudan Interior Mission Hospital, and then in Galmi, Niger, at the surgical and obstetric hospital. Prior to leaving for Africa, Wilkinson had met Robert Brennan, a fellow Anglican, when they were both working as counsellors at a mission program for the Anglican church. The couple married in 1971 and moved to Nigeria.	Nach Abschluss ihrer Facharztausbildung arbeitete sie für die Société Internationale Missionnaire (SIM), eine Missionsorganisation, die mehrere Krankenhäuser in Afrika unterhielt. Als Ärztin und Chirurgin war sie zunächst in Jos, Nigeria, im Sudan Interior Mission Hospital und dann in Galmi, Niger, im Krankenhaus für Chirurgie und Geburtshilfe tätig. Vor ihrer Abreise nach Afrika hatte Wilkinson Robert Brennan, einen anglikanischen Kollegen, kennengelernt, als sie beide als Berater in einem Missionsprogramm der anglikanischen Kirche arbeiteten. 1971 heiratete das Paar und zog nach Nigeria.	M	4	After completing her residencies, she worked for the Société Internationale Missionnaire, or SIM as it is more commonly known, a missionary organization that ran several hospitals in Africa. Working as a physician and surgeon, she first was stationed in Jos, Nigeria at the Sudan Interior Mission Hospital, and then in Galmi, Niger, at the surgical and obstetric hospital.	2.0	Prior to leaving for Africa, Wilkinson had met Robert Brennan, a fellow Anglican, when they were both working as counsellors at a mission program for the Anglican church.	The couple married in 1971 and moved to Nigeria.	1.0	True
66	contractors	This meant equipping Weston Airport with lighting, including floodlights, and a control tower. Many of the company's aircraft were fitted with radios, and operations got underway by the end of April. At first, aircraft engineering and maintenance had been performed by outside contractors in a hangar at Weston. With the growth of activity, it was decided to do this work in-house and in October 1937 an ex British Airways chief engineer, Freddy Jeans, was hired to oversee this work.	Dies bedeutete, dass der Flughafen Weston mit einer Beleuchtung, einschließlich Flutlicht, und einem Kontrollturm ausgestattet werden musste. Viele der Flugzeuge des Unternehmens wurden mit Funkgeräten ausgestattet, und der Betrieb wurde Ende April aufgenommen. Zunächst wurden Flugzeugtechnik und -wartung von externen Auftragnehmern in einem Hangar in Weston durchgeführt. Mit der Zunahme der Aktivitäten wurde beschlossen, diese Arbeiten intern durchzuführen, und im Oktober 1937 wurde ein ehemaliger Chefingenieur von British Airways, Freddy Jeans, eingestellt, um diese Arbeiten zu überwachen.	M	4	This meant equipping Weston Airport with lighting, including floodlights, and a control tower. Many of the company's aircraft were fitted with radios, and operations got underway by the end of April.	2.0	At first, aircraft engineering and maintenance had been performed by outside contractors in a hangar at Weston.	With the growth of activity, it was decided to do this work in-house and in October 1937 an ex British Airways chief engineer, Freddy Jeans, was hired to oversee this work.	1.0	True
70	coordinators	Faculty of Business The Faculty of Business is one of the biggest faculties at Nilai University with a population of more than 800 students. Student are from Malaysia, China, India, Bangladesh, Pakistan, Kazakhstan, Yemen, Zimbabwe, and many other countries. Faculty of Engineering & Technology The Faculty of Engineering and Technology is headed by a dean and supported by four heads of department and the programme coordinators. The Department of Aircraft Maintenance Engineering is one of the biggest under the Engineering faculty.	Fakultät für Wirtschaftswissenschaften Die Fakultät für Wirtschaftswissenschaften ist eine der größten Fakultäten der Universität Nilai mit mehr als 800 Studierenden aus Malaysia, China, Indien, Bangladesch, Pakistan, Kasachstan, Jemen, Simbabwe und vielen anderen Ländern. Fakultät für Ingenieurwissenschaften und Technologie Die Fakultät für Ingenieurwissenschaften und Technologie wird von einem Dekan geleitet und von vier Abteilungsleitern und Programmkoordinatoren unterstützt. Die Abteilung für Flugzeugwartungstechnik ist eine der größten der Fakultät für Ingenieurwissenschaften.	M	6						False
71	coordinators	However, Risso explained that his moves had nothing to do with Renzi, whom he opposed. Italia Viva's backbone was largely based on the Committees of Civil Action of Back to the Future, launched by Renzi during the 2018 Leopolda convention in Florence and seen by some people as the initial step of a new party. Ettore Rosato, the organizer of the committees, and Bellanova were appointed party's coordinators. In October, during the Leopolda annual convention, the logo of IV was unveiled.	Risso erklärte jedoch, dass seine Schritte nichts mit Renzi zu tun hätten, den er ablehne. Das Rückgrat von Italia Viva basierte weitgehend auf den Komitees für zivile Aktionen von Zurück in die Zukunft, die Renzi während des Leopolda-Kongresses 2018 in Florenz ins Leben gerufen hatte und die von einigen als erster Schritt einer neuen Partei angesehen wurden. Ettore Rosato, der Organisator der Komitees, und Bellanova wurden zu Koordinatoren der Partei ernannt. Im Oktober wurde während des Leopolda-Jahreskongresses das Logo von IV enthüllt.	M	4	However, Risso explained that his moves had nothing to do with Renzi, whom he opposed. Italia Viva's backbone was largely based on the Committees of Civil Action of Back to the Future, launched by Renzi during the 2018 Leopolda convention in Florence and seen by some people as the initial step of a new party.	2.0	Ettore Rosato, the organizer of the committees, and Bellanova were appointed party's coordinators.	In October, during the Leopolda annual convention, the logo of IV was unveiled.	1.0	True
72	coordinators	The OWH website, womenshealth.gov, won the Government Customer Support Excellence Award in the Customer Focus Excellence category. Womenshealth.gov and girlshealth.gov were ranked as top performers in the American Customer Satisfaction Index (ACSI) Survey. Regional Coordinators   The role of local coordinators is to comply with national strategy established by the U.S. Department of Health and Human Services and to represent the Deputy Assistant Secretary for Health by initiating campaigns in their communities. Other responsibilities include identifying regional needs in women's health and implementing activities in health care service delivery, research, and education.	Die OWH-Website womenshealth.gov wurde mit dem Government Customer Support Excellence Award in der Kategorie Customer Focus Excellence ausgezeichnet. Womenshealth.gov und girlshealth.gov wurden in der American Customer Satisfaction Index (ACSI)-Umfrage als Spitzenreiter eingestuft. Regionale Koordinatoren Die Aufgabe der lokalen Koordinatoren besteht darin, die vom US-Gesundheitsministerium festgelegte nationale Strategie einzuhalten und den stellvertretenden Gesundheitsminister zu vertreten, indem sie Kampagnen in ihren Gemeinden initiieren. Zu ihren weiteren Aufgaben gehören die Ermittlung des regionalen Bedarfs im Bereich Frauengesundheit und die Durchführung von Aktivitäten in den Bereichen Gesundheitsversorgung, Forschung und Bildung.	M	5						False
75	supremacists	"According to BuzzFeed News, ""These new emails and documents ... clearly show that Breitbart does more than tolerate the most hate-filled, racist voices of the alt-right. It thrives on them, fueling and being fueled by some of the most toxic beliefs on the political spectrum—and clearing the way for them to enter the American mainstream."" In November 2017, British anti-fascism charity Hope Not Hate identified one of the website's writers as an administrator of a far-right Facebook group that serves as a platform for fascists and white supremacists. In 2017, the Mueller investigation examined the role of Breitbart News in Russian interference in the 2016 United States elections and its role in both amplifying stories from Russian media and being amplified by Russian bots in social media."	"Laut BuzzFeed News ""zeigen diese neuen E-Mails und Dokumente ... deutlich, dass Breitbart mehr tut, als die hasserfüllten, rassistischen Stimmen der alten Rechten zu tolerieren. Es gedeiht auf ihnen, indem es einige der giftigsten Überzeugungen des politischen Spektrums anheizt und von ihnen angeheizt wird - und ihnen den Weg in den amerikanischen Mainstream ebnet"". Im November 2017 identifizierte die britische Antifaschismus-Wohltätigkeitsorganisation Hope Not Hate einen der Autoren der Website als Administrator einer rechtsextremen Facebook-Gruppe, die als Plattform für Faschisten und weiße Supremisten dient. 2017 untersuchte die Mueller-Untersuchung die Rolle von Breitbart News bei der russischen Einmischung in die US-Wahlen 2016 und seine Rolle sowohl bei der Verstärkung von Geschichten aus russischen Medien als auch bei der Verstärkung durch russische Bots in sozialen Medien."	M	4	"According to BuzzFeed News, ""These new emails and documents ... clearly show that Breitbart does more than tolerate the most hate-filled, racist voices of the alt-right. It thrives on them, fueling and being fueled by some of the most toxic beliefs on the political spectrum—and clearing the way for them to enter the American mainstream."""	2.0	In November 2017, British anti-fascism charity Hope Not Hate identified one of the website's writers as an administrator of a far-right Facebook group that serves as a platform for fascists and white supremacists.	In 2017, the Mueller investigation examined the role of Breitbart News in Russian interference in the 2016 United States elections and its role in both amplifying stories from Russian media and being amplified by Russian bots in social media.	1.0	True
77	supremacists	On January 20, Ossoff was sworn in to the Senate by vice president Kamala Harris. When Ossoff took office, he became the first Jewish senator from Georgia and the first Jewish senator elected from the Deep South since Benjamin F. Jonas of Louisiana in 1878, the first senator born in the 1980s, and, at 33, the youngest member of the chamber and the first millennial senator to be elected. He was sworn into office using the Bible of Rabbi Jacob Rothschild, the late rabbi of the Hebrew Benevolent Congregation Temple in Atlanta, which was bombed in 1958 by white supremacists for Rothschild’s civil rights activism. Ossoff is the first Democrat elected to a full term in the Senate from Georgia since Max Cleland in 1996.	Am 20. Januar wurde Ossoff von der Vizepräsidentin Kamala Harris im Senat vereidigt. Mit seinem Amtsantritt ist Ossoff der erste jüdische Senator aus Georgia und der erste jüdische Senator, der aus dem tiefen Süden gewählt wurde, seit Benjamin F. Jonas aus Louisiana im Jahr 1878, der erste Senator, der in den 1980er Jahren geboren wurde, und mit 33 Jahren das jüngste Mitglied der Kammer und der erste Senator, der aus der Jahrtausendwende stammt. Er wurde mit der Bibel des Rabbiners Jacob Rothschild vereidigt, dem verstorbenen Rabbiner des Tempels der Hebrew Benevolent Congregation in Atlanta, der 1958 wegen Rothschilds Bürgerrechtsaktivismus von weißen Rassisten bombardiert wurde. Ossoff ist der erste Demokrat aus Georgia, der für eine volle Amtszeit in den Senat gewählt wurde, seit Max Cleland im Jahr 1996.	M	4	On January 20, Ossoff was sworn in to the Senate by vice president Kamala Harris. When Ossoff took office, he became the first Jewish senator from Georgia and the first Jewish senator elected from the Deep South since Benjamin F. Jonas of Louisiana in 1878, the first senator born in the 1980s, and, at 33, the youngest member of the chamber and the first millennial senator to be elected.	2.0	He was sworn into office using the Bible of Rabbi Jacob Rothschild, the late rabbi of the Hebrew Benevolent Congregation Temple in Atlanta, which was bombed in 1958 by white supremacists for Rothschild’s civil rights activism.	Ossoff is the first Democrat elected to a full term in the Senate from Georgia since Max Cleland in 1996.	1.0	True
79	supremacists	The latter was incorporated in IMARO by 1902 but its members as Ivan Garvanov, were to exert a significant influence on the organization. They were to push for the Ilinden–Preobrazhenie Uprising and later became the core of IMRO right-wing faction. One of the founding leaders of IMARO, Gotse Delchev, was a strong advocate for proceeding slowly, but the Supremacists pressed for a major uprising to take place in the summer of 1903. Delchev himself was killed by the Turks in May 1903.	Letztere wurde 1902 in die IMARO eingegliedert, aber ihre Mitglieder, wie Iwan Garwanow, sollten einen bedeutenden Einfluss auf die Organisation ausüben. Sie drängten auf den Ilinden-Preobraschhenie-Aufstand und wurden später zum Kern der rechten IMRO-Fraktion. Einer der Gründungsführer der IMARO, Gotse Delchev, war ein starker Befürworter eines langsamen Vorgehens, aber die Supremacisten drängten auf einen großen Aufstand im Sommer 1903. Delchev selbst wurde im Mai 1903 von den Türken getötet.	M	4	The latter was incorporated in IMARO by 1902 but its members as Ivan Garvanov, were to exert a significant influence on the organization. They were to push for the Ilinden–Preobrazhenie Uprising and later became the core of IMRO right-wing faction.	2.0	One of the founding leaders of IMARO, Gotse Delchev, was a strong advocate for proceeding slowly, but the Supremacists pressed for a major uprising to take place in the summer of 1903.	Delchev himself was killed by the Turks in May 1903.	1.0	True
80	employees	In November 1815 the newly appointed governor of Red River Colony, Robert Semple, arrived with around 160 new settlers. Tensions continued to rise, culminating in the Battle of Seven Oaks in June 1816. This confrontation involved a force of local Métis and North West Company employees led by Cuthbert Grant against a force or Red River settlers and Hudson's Bay Company employees led by Governor Semple, with the battle claiming the lives of 1 North West Company-related and 21 Hudson's Bay Company-related men, including Semple. (see Pemmican War)  By the 1830s agricultural production of flour was over 50,000 pounds, with over 1,000 settlers residing at the colony.	Im November 1815 traf der neu ernannte Gouverneur der Red River Colony, Robert Semple, mit etwa 160 neuen Siedlern ein. Die Spannungen nahmen weiter zu und gipfelten im Juni 1816 in der Schlacht von Seven Oaks, bei der eine Gruppe von Métis und Angestellten der North West Company unter der Führung von Cuthbert Grant gegen eine Gruppe von Siedlern der Red River Colony und Angestellten der Hudson's Bay Company unter der Führung von Gouverneur Semple antrat. Bei der Schlacht kamen ein Angehöriger der North West Company und 21 Angehörige der Hudson's Bay Company ums Leben, darunter auch Semple (siehe Pemmican War). In den 1830er Jahren betrug die landwirtschaftliche Produktion von Mehl mehr als 50.000 Pfund, und in der Kolonie lebten über 1.000 Siedler.	Neutral	5						False
81	employees	21 June Health authorities in the Australian state of Victoria announced that the state of emergency would be extended to July 19 due to a rise in coronavirus infections. Chinese health officials announced that frozen meat imports from American company Tyson Foods would be suspended indefinitely after positive cases of COVID-19 were reported at the company's factory in the US. A PepsiCo factory in Beijing was also ordered to close after employees tested positive. This comes as authorities in Beijing revealed that the city now had the capacity to test 1 million people a day for coronavirus.	21. Juni Die Gesundheitsbehörden im australischen Bundesstaat Victoria kündigten an, dass der Ausnahmezustand wegen eines Anstiegs der Coronavirus-Infektionen bis zum 19. Juli verlängert wird. Chinesische Gesundheitsbehörden kündigten an, dass die Einfuhr von Tiefkühlfleisch des amerikanischen Unternehmens Tyson Foods auf unbestimmte Zeit ausgesetzt wird, nachdem in der Fabrik des Unternehmens in den USA positive Fälle von COVID-19 gemeldet wurden. Außerdem wurde die Schließung einer PepsiCo-Fabrik in Peking angeordnet, nachdem Mitarbeiter positiv getestet worden waren. Dies geschieht, nachdem die Behörden in Peking bekannt gaben, dass die Stadt nun über die Kapazität verfügt, täglich 1 Million Menschen auf das Coronavirus zu testen.	M	4	21 June Health authorities in the Australian state of Victoria announced that the state of emergency would be extended to July 19 due to a rise in coronavirus infections. Chinese health officials announced that frozen meat imports from American company Tyson Foods would be suspended indefinitely after positive cases of COVID-19 were reported at the company's factory in the US.	2.0	A PepsiCo factory in Beijing was also ordered to close after employees tested positive.	This comes as authorities in Beijing revealed that the city now had the capacity to test 1 million people a day for coronavirus.	1.0	True
82	employees	In 2011, Colfax acquired British Charter International PLC, which in turn owned Swedish ESAB (8,500 employees worldwide, 2012). Both companies have since been wholly owned by Colfax. Further Colfax also acquired Allweiler (2,100 employees worldwide, 2011). The company made its largest acquisition ever in November 2018, buying medical device company DJO Global for $3.15 billion.	Im Jahr 2011 erwarb Colfax die britische Charter International PLC, die wiederum Eigentümerin der schwedischen ESAB war (8.500 Beschäftigte weltweit, 2012). Beide Unternehmen befinden sich seitdem vollständig im Besitz von Colfax. Darüber hinaus erwarb Colfax auch Allweiler (2.100 Beschäftigte weltweit, 2011). Im November 2018 tätigte das Unternehmen seine bisher größte Akquisition, indem es das Medizintechnikunternehmen DJO Global für 3,15 Milliarden US-Dollar kaufte.	Neutral	4	In 2011, Colfax acquired British Charter International PLC, which in turn owned Swedish ESAB (8,500 employees worldwide, 2012). Both companies have since been wholly owned by Colfax.	2.0	Further Colfax also acquired Allweiler (2,100 employees worldwide, 2011).	The company made its largest acquisition ever in November 2018, buying medical device company DJO Global for $3.15 billion.	1.0	True
85	investors	Crawford left his post in March 1973 to take a position at HUD. The Park Southern Apartments declined after Crawford's departure, and suffered heavily from crime, vandalism, and other problems during the crack cocaine epidemic in the city in the 1980s and early 1990s. In 1995, two nonprofits, Jubilee Enterprise of Greater Washington and the Park Southern Neighborhood Corporation, purchased the Park Southern from its original investors and began to renovate and refurbish the complex. Jubilee Enterprise sold its interest in the complex to the Park Southern Neighborhood Corporation (PSNC) in 2001.	Crawford verließ seinen Posten im März 1973, um eine Stelle beim HUD anzutreten. Nach Crawfords Weggang verfielen die Park Southern Apartments und litten stark unter Kriminalität, Vandalismus und anderen Problemen während der Crack-Epidemie in der Stadt in den 1980er und frühen 1990er Jahren. 1995 erwarben zwei gemeinnützige Organisationen, Jubilee Enterprise of Greater Washington und die Park Southern Neighborhood Corporation, die Park Southern Apartments von ihren ursprünglichen Investoren und begannen mit der Renovierung und Sanierung des Komplexes. 2001 verkaufte Jubilee Enterprise seinen Anteil an dem Komplex an die Park Southern Neighborhood Corporation (PSNC).	M	4	Crawford left his post in March 1973 to take a position at HUD. The Park Southern Apartments declined after Crawford's departure, and suffered heavily from crime, vandalism, and other problems during the crack cocaine epidemic in the city in the 1980s and early 1990s.	2.0	In 1995, two nonprofits, Jubilee Enterprise of Greater Washington and the Park Southern Neighborhood Corporation, purchased the Park Southern from its original investors and began to renovate and refurbish the complex.	Jubilee Enterprise sold its interest in the complex to the Park Southern Neighborhood Corporation (PSNC) in 2001.	1.0	True
86	investors	"On February 11, U.S. crude reached $26.21 after reaching $26.05, its lowest price since May 2003. The next day oil rose 12.3 percent to $29.44, the most in one day since February 2009. Investors wanted to be ready when the price started going up. Also, OPEC was ""ready to cooperate"" on lower production."	"Am 11. Februar erreichte der US-Rohölpreis 26,21 $, nachdem er zuvor mit 26,05 $ den niedrigsten Stand seit Mai 2003 erreicht hatte. Am nächsten Tag stieg der Ölpreis um 12,3 Prozent auf 29,44 $ und damit so stark wie seit Februar 2009 nicht mehr. Die Anleger wollten bereit sein, wenn der Preis zu steigen begann. Außerdem war die OPEC ""kooperationsbereit"", um die Produktion zu senken."	M	4	On February 11, U.S. crude reached $26.21 after reaching $26.05, its lowest price since May 2003. The next day oil rose 12.3 percent to $29.44, the most in one day since February 2009.	2.0	Investors wanted to be ready when the price started going up.	"Also, OPEC was ""ready to cooperate"" on lower production."	1.0	True
87	investors	According to Investment Promotion Agency which operates under the Ministry of Trade and Industry, shows that in Kosovo are registered 3906 foreign investors. The majority of these investors are individuals who have their own companies in the respective countries and have started their branches in Kosovo. From Switzerland, there are 112 investors focused mostly in the cities of Pristina, Peja, Gjakova, Suva Reka, Ferizaj and others. Though the number of investors is surprising, even more impressive is the employment generated by these investors.	Gemäss der Investitionsförderungsagentur, die dem Ministerium für Handel und Industrie unterstellt ist, sind im Kosovo 3906 ausländische Investoren registriert. Die meisten dieser Investoren sind Einzelpersonen, die ihre eigenen Unternehmen in den jeweiligen Ländern haben und ihre Niederlassungen im Kosovo gegründet haben. Aus der Schweiz kommen 112 Investoren, die sich vor allem auf die Städte Pristina, Peja, Gjakova, Suva Reka, Ferizaj und andere konzentrieren. Obwohl die Zahl der Investoren überraschend ist, ist die Zahl der von diesen Investoren geschaffenen Arbeitsplätze noch beeindruckender.	M	4	According to Investment Promotion Agency which operates under the Ministry of Trade and Industry, shows that in Kosovo are registered 3906 foreign investors. The majority of these investors are individuals who have their own companies in the respective countries and have started their branches in Kosovo.	2.0	From Switzerland, there are 112 investors focused mostly in the cities of Pristina, Peja, Gjakova, Suva Reka, Ferizaj and others.	Though the number of investors is surprising, even more impressive is the employment generated by these investors.	1.0	True
90	bloggers	Herrera was cinematographer on the 2005 Hollie Harper film Kiss and Run, which won Best Comedy in the American Theater of Harlem's Film Festival Cultures Collide. In 2010, Herrera was awarded a Narco News scholarship to the School of Authentic Journalism on the Yucatán peninsula (though he did not attend). Herrera was one of eight immigration bloggers selected  by America's Voice to receive a 2009 full scholarship award to attend Netroots Nation. In 2019, Herrera directed Pipetown, USA, his first feature length documentary.	Herrera war Kameramann bei dem Film Kiss and Run von Hollie Harper aus dem Jahr 2005, der beim Filmfestival Cultures Collide des American Theater of Harlem als beste Komödie ausgezeichnet wurde. 2010 erhielt Herrera ein Stipendium von Narco News für die School of Authentic Journalism auf der Halbinsel Yucatán (er besuchte sie allerdings nicht). 2009 war Herrera einer von acht Immigrationsbloggern, die von America's Voice ausgewählt wurden, um ein Vollstipendium für die Teilnahme an Netroots Nation zu erhalten. 2019 führte Herrera bei Pipetown, USA, seinem ersten abendfüllenden Dokumentarfilm Regie.	M	4	Herrera was cinematographer on the 2005 Hollie Harper film Kiss and Run, which won Best Comedy in the American Theater of Harlem's Film Festival Cultures Collide. In 2010, Herrera was awarded a Narco News scholarship to the School of Authentic Journalism on the Yucatán peninsula (though he did not attend).	2.0	Herrera was one of eight immigration bloggers selected  by America's Voice to receive a 2009 full scholarship award to attend Netroots Nation.	In 2019, Herrera directed Pipetown, USA, his first feature length documentary.	1.0	True
91	bloggers	First release  On July 15, 2019, EndeavourOS released their first ISO. The team did not expect that much of the Antergos community would follow them, but the response and the numbers of community members that joined exceeded their expectations. Not only did the community receive the first release very well, but several bloggers and vloggers gave it very positive reviews, even shortly after launch. Net-install  Immediately after the launch of the distribution, the EndeavourOS team began to develop a net-installer to install with different Desktop Environments directly over the internet.	Erste Veröffentlichung Am 15. Juli 2019 veröffentlichte EndeavourOS sein erstes ISO. Das Team hatte nicht erwartet, dass ein großer Teil der Antergos-Community ihnen folgen würde, aber die Resonanz und die Anzahl der Community-Mitglieder, die sich ihnen anschlossen, übertrafen ihre Erwartungen. Nicht nur die Community nahm die erste Veröffentlichung sehr gut auf, sondern mehrere Blogger und Vlogger gaben bereits kurz nach dem Start sehr positive Bewertungen ab. Netzinstallation Unmittelbar nach dem Start der Distribution begann das EndeavourOS-Team mit der Entwicklung eines Netzinstallationsprogramms, um verschiedene Desktop-Umgebungen direkt über das Internet zu installieren.	M	4	First release  On July 15, 2019, EndeavourOS released their first ISO. The team did not expect that much of the Antergos community would follow them, but the response and the numbers of community members that joined exceeded their expectations.	2.0	Not only did the community receive the first release very well, but several bloggers and vloggers gave it very positive reviews, even shortly after launch.	Net-install  Immediately after the launch of the distribution, the EndeavourOS team began to develop a net-installer to install with different Desktop Environments directly over the internet.	1.0	True
92	bloggers	The Ansarullah Bangla Team (ABT), also called Ansar Bangla is an Islamic Jihadi organization in Bangladesh, implicated in crimes including some brutal attacks and murders of atheist bloggers from 2013 to 2015 and a bank heist in April 2015. The gang was outlawed days after the bank robbery by the Ministry of Home Affairs on 25 May 2015.	Das Ansarullah Bangla Team (ABT), auch Ansar Bangla genannt, ist eine islamische Dschihadistenorganisation in Bangladesch, die in Verbrechen verwickelt ist, darunter einige brutale Angriffe und Morde an atheistischen Bloggern in den Jahren 2013 bis 2015 und ein Banküberfall im April 2015. Die Bande wurde wenige Tage nach dem Banküberfall vom Innenministerium am 25. Mai 2015 verboten.	M	2						False
95	donors	The National Gamete Donation Service (NGDS) raises awareness of the national shortage of sperm, egg and embryo donors in the UK. Its aim is to recruit donors to alleviate the shortage, and it provides information on egg, sperm and embryo donation and donor recruitment in the UK. It works closely with clinics, donors, recipients, the Department of Health, the HFEA, other professional organisations and the media, and provides impartial and confidential information to all.	Der National Gamete Donation Service (NGDS) macht auf den landesweiten Mangel an Samen-, Eizellen- und Embryonenspendern im Vereinigten Königreich aufmerksam. Sein Ziel ist es, Spender zu rekrutieren, um den Mangel zu beheben, und er stellt Informationen über Eizellen-, Samen- und Embryonenspenden und die Rekrutierung von Spendern im Vereinigten Königreich zur Verfügung. Er arbeitet eng mit Kliniken, Spendern, Empfängern, dem Gesundheitsministerium, der HFEA, anderen Berufsorganisationen und den Medien zusammen und stellt allen unparteiische und vertrauliche Informationen zur Verfügung.	M	3						False
97	donors	"Resources   KPF is a non-governmental organization which relies only on private donations and does not accept public funds from any government, domestic or foreign. The largest donations have been made anonymously, and amount to several million dollars sent through an American nonprofit organization called American Friends of Kohelet Policy Forum. An investigative article published at ""Haaretz""  presented conjectures regarding the identify of some major donors, but neither KPF nor the individuals named in the article confirmed these conjectures. The Forum’s legislative research, policy papers, and other research based products are offered to Israeli decision makers for free."	"Ressourcen Das KPF ist eine Nichtregierungsorganisation, die sich ausschließlich auf private Spenden stützt und keine öffentlichen Gelder von in- oder ausländischen Regierungen annimmt. Die größten Spenden wurden anonym getätigt und belaufen sich auf mehrere Millionen Dollar, die über eine amerikanische gemeinnützige Organisation namens American Friends of Kohelet Policy Forum überwiesen wurden. In einem in ""Haaretz"" veröffentlichten Untersuchungsartikel wurden Vermutungen über die Identität einiger Großspender geäußert, die jedoch weder vom KPF noch von den in dem Artikel genannten Personen bestätigt wurden. Die legislativen Untersuchungen des Forums, politische Papiere und andere forschungsbasierte Produkte werden israelischen Entscheidungsträgern kostenlos angeboten."	M	4	Resources   KPF is a non-governmental organization which relies only on private donations and does not accept public funds from any government, domestic or foreign. The largest donations have been made anonymously, and amount to several million dollars sent through an American nonprofit organization called American Friends of Kohelet Policy Forum.	2.0	"An investigative article published at ""Haaretz""  presented conjectures regarding the identify of some major donors, but neither KPF nor the individuals named in the article confirmed these conjectures."	The Forum’s legislative research, policy papers, and other research based products are offered to Israeli decision makers for free.	1.0	True
98	donors	After posting about the incident on Twitter, the organization received $750,000 in donations from more than 13,000 people by February 10. The Shepherds of Good Hope announced that the bulk of the funds would go towards two supportive housing residences under construction, which will house 105 people when complete. Staff The Shepherds of Good Hope is run by a team of directors, staff, volunteers and donors & partners. The shelter is led by a President and CEO.	Nachdem die Organisation den Vorfall auf Twitter gepostet hatte, erhielt sie bis zum 10. Februar 750.000 Dollar an Spenden von mehr als 13.000 Menschen. Die Shepherds of Good Hope kündigten an, dass der Großteil der Gelder in zwei im Bau befindliche betreute Wohnhäuser fließen wird, die nach ihrer Fertigstellung 105 Menschen beherbergen werden. Mitarbeiter Die Shepherds of Good Hope werden von einem Team aus Direktoren, Mitarbeitern, Freiwilligen sowie Spendern und Partnern geleitet. Die Unterkunft wird von einem Präsidenten und CEO geführt.	M	4	After posting about the incident on Twitter, the organization received $750,000 in donations from more than 13,000 people by February 10. The Shepherds of Good Hope announced that the bulk of the funds would go towards two supportive housing residences under construction, which will house 105 people when complete.	2.0	Staff The Shepherds of Good Hope is run by a team of directors, staff, volunteers and donors & partners.	The shelter is led by a President and CEO.	1.0	True
100	notaries	History  The University of Ferrara was founded on March 4, 1391 by Marquis Alberto V D'Este with the permission of Pope Boniface IX. The Studium Generale was inaugurated on St. Luke's Day (October 18) of that year with courses in law, arts and theology. After the unification of Italy, Ferrara University became a free university with faculties of Law and Mathematics, a three-year course in Medicine (reduced to two years in 1863-64), as well as Schools of Veterinary Medicine (abolished in 1876), Pharmacy, and for public Notaries. After World War II, it started to be state-supported and this allowed the opening of many faculties and research departments.	Geschichte Die Universität Ferrara wurde am 4. März 1391 von Markgraf Alberto V. D'Este mit der Erlaubnis von Papst Bonifatius IX. gegründet. Das Studium Generale wurde am Tag des Heiligen Lukas (18. Oktober) desselben Jahres mit Studiengängen in Jura, Kunst und Theologie eröffnet. Nach der Vereinigung Italiens wurde die Universität Ferrara eine freie Universität mit Fakultäten für Jura und Mathematik, einem dreijährigen Medizinstudium (das 1863-64 auf zwei Jahre verkürzt wurde) sowie Schulen für Veterinärmedizin (die 1876 abgeschafft wurden), Pharmazie und für öffentliche Notare. Nach dem Zweiten Weltkrieg begann sie, staatlich unterstützt zu werden, was die Eröffnung zahlreicher Fakultäten und Forschungsabteilungen ermöglichte.	M	4	History  The University of Ferrara was founded on March 4, 1391 by Marquis Alberto V D'Este with the permission of Pope Boniface IX. The Studium Generale was inaugurated on St. Luke's Day (October 18) of that year with courses in law, arts and theology.	2.0	After the unification of Italy, Ferrara University became a free university with faculties of Law and Mathematics, a three-year course in Medicine (reduced to two years in 1863-64), as well as Schools of Veterinary Medicine (abolished in 1876), Pharmacy, and for public Notaries.	After World War II, it started to be state-supported and this allowed the opening of many faculties and research departments.	1.0	True
