rid	seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
72	coordinators	The OWH website, womenshealth.gov, won the Government Customer Support Excellence Award in the Customer Focus Excellence category. Womenshealth.gov and girlshealth.gov were ranked as top performers in the American Customer Satisfaction Index (ACSI) Survey. Regional Coordinators   The role of local coordinators is to comply with national strategy established by the U.S. Department of Health and Human Services and to represent the Deputy Assistant Secretary for Health by initiating campaigns in their communities. Other responsibilities include identifying regional needs in women's health and implementing activities in health care service delivery, research, and education.	Die Website der OWH, womenshealth.gov, gewann den Preis für herausragenden Kundensupport der Regierung in der Kategorie Kundenzentrierungsexzellenz. Womenshealth.gov und girlshealth.gov wurden als Spitzenleister in der American Customer Satisfaction Index (ACSI) Umfrage bewertet. Regionale Koordinatoren  Die Rolle der lokalen Koordinatoren besteht darin, die von US-Gesundheits- und Sozialdiensten festgelegte nationale Strategie umzusetzen und den stellvertretenden Gesundheitssekretär zu vertreten, indem sie Kampagnen in ihren Gemeinden initiieren. Zu den weiteren Aufgaben gehören die Identifizierung regionaler Bedürfnisse im Bereich der Frauengesundheit und die Umsetzung von Aktivitäten in der Versorgung, Forschung und Bildung im Gesundheitswesen.	M	5						False
75	supremacists	"According to BuzzFeed News, ""These new emails and documents ... clearly show that Breitbart does more than tolerate the most hate-filled, racist voices of the alt-right. It thrives on them, fueling and being fueled by some of the most toxic beliefs on the political spectrum—and clearing the way for them to enter the American mainstream."" In November 2017, British anti-fascism charity Hope Not Hate identified one of the website's writers as an administrator of a far-right Facebook group that serves as a platform for fascists and white supremacists. In 2017, the Mueller investigation examined the role of Breitbart News in Russian interference in the 2016 United States elections and its role in both amplifying stories from Russian media and being amplified by Russian bots in social media."	"Laut BuzzFeed News ""zeigen diese neuen E-Mails und Dokumente deutlich, dass Breitbart mehr tut als nur die am meisten hasserfüllten und rassistischen Stimmen der Alt-Right tolerieren. Es gedeiht auf ihnen und befeuert einige der giftigsten Überzeugungen im politischen Spektrum – und ebnet ihnen den Weg, um in den amerikanischen Mainstream einzudringen."" Im November 2017 identifizierte die britische Antifaschismus-Organisation Hope Not Hate einen der Autoren der Website als Administrator einer rechtsextremen Facebook-Gruppe, die als Plattform für Faschisten und weiße Suprematisten dient. Die Mueller-Untersuchung untersuchte 2017 die Rolle der Breitbart News bei russischer Einmischung in die US-Wahlen von 2016 sowie ihre Rolle bei der Verstärkung von Geschichten aus russischen Medien und der Verstärkung durch russische Bots in sozialen Medien."	M	4	"According to BuzzFeed News, ""These new emails and documents ... clearly show that Breitbart does more than tolerate the most hate-filled, racist voices of the alt-right. It thrives on them, fueling and being fueled by some of the most toxic beliefs on the political spectrum—and clearing the way for them to enter the American mainstream."""	2.0	In November 2017, British anti-fascism charity Hope Not Hate identified one of the website's writers as an administrator of a far-right Facebook group that serves as a platform for fascists and white supremacists.	In 2017, the Mueller investigation examined the role of Breitbart News in Russian interference in the 2016 United States elections and its role in both amplifying stories from Russian media and being amplified by Russian bots in social media.	1.0	True
76	supremacists	"Ted Cruz, U.S. senator from Texas, and Chris Christie, former governor of New Jersey, also praised the ruling, with the latter saying that the verdict ""renews our faith in the jury system"". Three U.S. representatives, Paul Gosar from Arizona, Madison Cawthorn from North Carolina and Matt Gaetz from Florida, offered internships in their offices to Rittenhouse; with Cawthorn stating after the not guilty verdict: ""You have a right to defend yourself, so be armed, be dangerous and be moral"". Democratic  On September 30, 2020, a month after the shootings, then-presidential candidate Joe Biden shared a post on Twitter criticizing Donald Trump for not condemning white supremacists that included a video with an image of Rittenhouse. Conservatives and right-wing politicians called upon Biden to apologize to Rittenhouse."	"Ted Cruz, US-Senator aus Texas, und Chris Christie, ehemaliger Gouverneur von New Jersey, lobten ebenfalls das Urteil und letzterer sagte, dass das Urteil ""unser Vertrauen in das Jury-System erneuert"". Drei US-Abgeordnete, Paul Gosar aus Arizona, Madison Cawthorn aus North Carolina und Matt Gaetz aus Florida, boten Rittenhouse Praktika in ihren Büros an; Cawthorn äußerte sich nach dem Freispruch wie folgt: ""Du hast das Recht, dich zu verteidigen, also sei bewaffnet, sei gefährlich und sei moralisch"". Am 30. September 2020, ein Monat nach den Schießereien, teilte der damalige Präsidentschaftskandidat Joe Biden einen Beitrag auf Twitter, in dem er Donald Trump dafür kritisierte, weiße Suprematisten nicht zu verurteilen, und ein Video mit einem Bild von Rittenhouse enthielt. Konservative und rechtsgerichtete Politiker forderten Biden auf, sich bei Rittenhouse zu entschuldigen."	M	4	"Ted Cruz, U.S. senator from Texas, and Chris Christie, former governor of New Jersey, also praised the ruling, with the latter saying that the verdict ""renews our faith in the jury system"". Three U.S. representatives, Paul Gosar from Arizona, Madison Cawthorn from North Carolina and Matt Gaetz from Florida, offered internships in their offices to Rittenhouse; with Cawthorn stating after the not guilty verdict: ""You have a right to defend yourself, so be armed, be dangerous and be moral""."	2.0	Democratic  On September 30, 2020, a month after the shootings, then-presidential candidate Joe Biden shared a post on Twitter criticizing Donald Trump for not condemning white supremacists that included a video with an image of Rittenhouse.	Conservatives and right-wing politicians called upon Biden to apologize to Rittenhouse.	1.0	True
78	supremacists	"In 2015, Marcin Ogdowski, a Polish war correspondent, gained access to one of Azov's bases located in the former holiday resort Majak; Azov fighters showed to him Nazi tattoos as well as Nazi emblems on their uniforms. Shaun Walker writes in The Guardian that ""many of [Azov's] members have links with neo-Nazi groups, and even those who laughed off the idea that they are neo-Nazis did not give the most convincing denials"", citing swastika tattoos among the fighters and one who claimed to be a ""national socialist"". According to The Daily Beast, some of the group's members are ""neo-Nazis, white supremacists, and avowed anti-Semites"", and ""numerous swastika tattoos of different members and their tendency to go into battle with swastikas or SS insignias drawn on their helmets make it very difficult for other members of the group to plausibly deny any neo-Nazi affiliations."" Lev Golinkin writes in The Nation that ""Post-Maidan Ukraine is the world's only nation to have a neo-Nazi formation in its armed forces."""	"Im Jahr 2015 erhielt der polnische Kriegskorrespondent Marcin Ogdowski Zugang zu einer der Azov-Basen, die sich in dem ehemaligen Ferienort Majak befindet. Azov-Kämpfer zeigten ihm Nazi-Tattoos sowie Nazi-Embleme auf ihren Uniformen. Shaun Walker schreibt in der Zeitung The Guardian, dass ""viele [Azovs] Mitglieder Verbindungen zu neonazistischen Gruppen haben und selbst diejenigen, die die Vorstellung, dass sie Neonazis seien, abtun, keine überzeugenden Ablehnungen abgeben"", und beruft sich dabei auf Hakenkreuz-Tattoos unter den Kämpfern und einen, der behauptet, ein ""nationaler Sozialist"" zu sein. Laut The Daily Beast sind einige Mitglieder der Gruppe ""Neonazis, weiße Suprematisten und erklärte Antisemiten"" und ""zahlreiche Hakenkreuz-Tattoos von verschiedenen Mitgliedern sowie ihre Tendenz, mit Hakenkreuzen oder SS-Emblemen auf ihren Helmen in die Schlacht zu ziehen, machen es für andere Mitglieder der Gruppe sehr schwierig, jede Verbindung zu Neonazi-Gruppen plausibel zu leugnen."" Lev Golinkin schreibt in der Zeitschrift The Nation, dass ""die Nach-Maidan-Ukraine die einzige Nation der Welt ist, die eine neonazistische Formation in ihren Streitkräften hat""."	M	4	"In 2015, Marcin Ogdowski, a Polish war correspondent, gained access to one of Azov's bases located in the former holiday resort Majak; Azov fighters showed to him Nazi tattoos as well as Nazi emblems on their uniforms. Shaun Walker writes in The Guardian that ""many of [Azov's] members have links with neo-Nazi groups, and even those who laughed off the idea that they are neo-Nazis did not give the most convincing denials"", citing swastika tattoos among the fighters and one who claimed to be a ""national socialist""."	2.0	"According to The Daily Beast, some of the group's members are ""neo-Nazis, white supremacists, and avowed anti-Semites"", and ""numerous swastika tattoos of different members and their tendency to go into battle with swastikas or SS insignias drawn on their helmets make it very difficult for other members of the group to plausibly deny any neo-Nazi affiliations."""	"Lev Golinkin writes in The Nation that ""Post-Maidan Ukraine is the world's only nation to have a neo-Nazi formation in its armed forces."""	1.0	True
80	employees	In November 1815 the newly appointed governor of Red River Colony, Robert Semple, arrived with around 160 new settlers. Tensions continued to rise, culminating in the Battle of Seven Oaks in June 1816. This confrontation involved a force of local Métis and North West Company employees led by Cuthbert Grant against a force or Red River settlers and Hudson's Bay Company employees led by Governor Semple, with the battle claiming the lives of 1 North West Company-related and 21 Hudson's Bay Company-related men, including Semple. (see Pemmican War)  By the 1830s agricultural production of flour was over 50,000 pounds, with over 1,000 settlers residing at the colony.	Im November 1815 kam der neu ernannte Gouverneur der Red River Colony, Robert Semple, mit ungefähr 160 neuen Siedlern an. Die Spannungen nahmen weiter zu und gipfelten im Juni 1816 in der Schlacht von Seven Oaks. Bei dieser Konfrontation waren eine Gruppe von lokalen Métis und Mitarbeitern der Nordwest-Kompanie unter der Führung von Cuthbert Grant gegen eine Gruppe von Siedlern am Red River und Mitarbeitern der Hudson's Bay Company unter der Führung von Gouverneur Semple beteiligt. Bei der Schlacht starben 1 Mann, der zur Nordwest-Kompanie gehörte, und 21 Männer, die zur Hudson's Bay Company gehörten, einschließlich Semple. (siehe Pemmican-Krieg)  In den 1830er Jahren betrug die landwirtschaftliche Produktion von Mehl über 50.000 Pfund, und mehr als 1.000 Siedler lebten in der Kolonie.	M	5						False
81	employees	21 June Health authorities in the Australian state of Victoria announced that the state of emergency would be extended to July 19 due to a rise in coronavirus infections. Chinese health officials announced that frozen meat imports from American company Tyson Foods would be suspended indefinitely after positive cases of COVID-19 were reported at the company's factory in the US. A PepsiCo factory in Beijing was also ordered to close after employees tested positive. This comes as authorities in Beijing revealed that the city now had the capacity to test 1 million people a day for coronavirus.	21. Juni. Gesundheitsbehörden im australischen Bundesstaat Victoria gaben bekannt, dass der Ausnahmezustand aufgrund steigender Corona-Infektionen bis zum 19. Juli verlängert wird. Chinesische Gesundheitsbeamte kündigten an, dass die Einfuhr von Tiefkühl-Fleischprodukten der amerikanischen Firma Tyson Foods auf unbestimmte Zeit ausgesetzt wird, nachdem positive Corona-Fälle in der Fabrik des Unternehmens in den USA gemeldet wurden. Eine PepsiCo-Fabrik in Peking wurde ebenfalls geschlossen, nachdem Mitarbeiter positiv getestet wurden. Dies erfolgt, während die Behörden in Peking bekanntgaben, dass die Stadt nun in der Lage ist, täglich eine Million Menschen auf das Coronavirus zu testen.	M	4	21 June Health authorities in the Australian state of Victoria announced that the state of emergency would be extended to July 19 due to a rise in coronavirus infections. Chinese health officials announced that frozen meat imports from American company Tyson Foods would be suspended indefinitely after positive cases of COVID-19 were reported at the company's factory in the US.	2.0	A PepsiCo factory in Beijing was also ordered to close after employees tested positive.	This comes as authorities in Beijing revealed that the city now had the capacity to test 1 million people a day for coronavirus.	1.0	True
82	employees	In 2011, Colfax acquired British Charter International PLC, which in turn owned Swedish ESAB (8,500 employees worldwide, 2012). Both companies have since been wholly owned by Colfax. Further Colfax also acquired Allweiler (2,100 employees worldwide, 2011). The company made its largest acquisition ever in November 2018, buying medical device company DJO Global for $3.15 billion.	Im Jahr 2011 erwarb Colfax das britische Unternehmen Charter International PLC, das wiederum das schwedische Unternehmen ESAB besaß (8.500 Mitarbeiter weltweit, 2012). Beide Unternehmen werden seitdem vollständig von Colfax besessen. Weiterhin erwarb Colfax auch Allweiler (2.100 Mitarbeiter weltweit, 2011). Im November 2018 tätigte das Unternehmen seine bisher größte Übernahme und kaufte das Medizinprodukteunternehmen DJO Global für 3,15 Milliarden US-Dollar.	M	4	In 2011, Colfax acquired British Charter International PLC, which in turn owned Swedish ESAB (8,500 employees worldwide, 2012). Both companies have since been wholly owned by Colfax.	2.0	Further Colfax also acquired Allweiler (2,100 employees worldwide, 2011).	The company made its largest acquisition ever in November 2018, buying medical device company DJO Global for $3.15 billion.	1.0	True
85	investors	Crawford left his post in March 1973 to take a position at HUD. The Park Southern Apartments declined after Crawford's departure, and suffered heavily from crime, vandalism, and other problems during the crack cocaine epidemic in the city in the 1980s and early 1990s. In 1995, two nonprofits, Jubilee Enterprise of Greater Washington and the Park Southern Neighborhood Corporation, purchased the Park Southern from its original investors and began to renovate and refurbish the complex. Jubilee Enterprise sold its interest in the complex to the Park Southern Neighborhood Corporation (PSNC) in 2001.	Crawford hat im März 1973 seine Stelle verlassen, um eine Position beim HUD anzunehmen. Die Park Southern Apartments haben nach Crawfords Weggang abgenommen und haben während der Crack-Kokain-Epidemie in den 1980er und frühen 1990er Jahren stark unter Kriminalität, Vandalismus und anderen Problemen gelitten. Im Jahr 1995 haben zwei gemeinnützige Organisationen, Jubilee Enterprise of Greater Washington und die Park Southern Neighborhood Corporation, die Park Southern von den ursprünglichen Investoren gekauft und begonnen, die Anlage zu renovieren und zu erneuern. Jubilee Enterprise hat 2001 sein Interesse an der Anlage an die Park Southern Neighborhood Corporation (PSNC) verkauft.	M	4	Crawford left his post in March 1973 to take a position at HUD. The Park Southern Apartments declined after Crawford's departure, and suffered heavily from crime, vandalism, and other problems during the crack cocaine epidemic in the city in the 1980s and early 1990s.	2.0	In 1995, two nonprofits, Jubilee Enterprise of Greater Washington and the Park Southern Neighborhood Corporation, purchased the Park Southern from its original investors and began to renovate and refurbish the complex.	Jubilee Enterprise sold its interest in the complex to the Park Southern Neighborhood Corporation (PSNC) in 2001.	1.0	True
86	investors	"On February 11, U.S. crude reached $26.21 after reaching $26.05, its lowest price since May 2003. The next day oil rose 12.3 percent to $29.44, the most in one day since February 2009. Investors wanted to be ready when the price started going up. Also, OPEC was ""ready to cooperate"" on lower production."	"Am 11. Februar erreichte US-Rohöl 26,21 $, nachdem es seinen niedrigsten Preis seit Mai 2003 von 26,05 $ erreicht hatte. Am nächsten Tag stieg der Ölpreis um 12,3 Prozent auf 29,44 $, der höchste Anstieg an einem Tag seit Februar 2009. Die Investoren wollten bereit sein, wenn der Preis wieder steigt. Außerdem war die OPEC ""bereit zur Zusammenarbeit"" bei einer verringerten Produktion."	M	4	On February 11, U.S. crude reached $26.21 after reaching $26.05, its lowest price since May 2003. The next day oil rose 12.3 percent to $29.44, the most in one day since February 2009.	2.0	Investors wanted to be ready when the price started going up.	"Also, OPEC was ""ready to cooperate"" on lower production."	1.0	True
87	investors	According to Investment Promotion Agency which operates under the Ministry of Trade and Industry, shows that in Kosovo are registered 3906 foreign investors. The majority of these investors are individuals who have their own companies in the respective countries and have started their branches in Kosovo. From Switzerland, there are 112 investors focused mostly in the cities of Pristina, Peja, Gjakova, Suva Reka, Ferizaj and others. Though the number of investors is surprising, even more impressive is the employment generated by these investors.	Laut der Investitionsförderungsagentur, die dem Ministerium für Handel und Industrie unterstellt ist, sind in Kosovo 3906 ausländische Investoren registriert. Die Mehrheit dieser Investoren sind Einzelpersonen, die ihre eigenen Unternehmen in den jeweiligen Ländern haben und ihre Niederlassungen in Kosovo eröffnet haben. Aus der Schweiz gibt es 112 Investoren, die sich hauptsächlich in den Städten Pristina, Peja, Gjakova, Suva Reka und Ferizaj konzentrieren. Obwohl die Anzahl der Investoren überraschend ist, ist es noch beeindruckender, wie viele Arbeitsplätze durch diese Investoren geschaffen wurden.	M	4	According to Investment Promotion Agency which operates under the Ministry of Trade and Industry, shows that in Kosovo are registered 3906 foreign investors. The majority of these investors are individuals who have their own companies in the respective countries and have started their branches in Kosovo.	2.0	From Switzerland, there are 112 investors focused mostly in the cities of Pristina, Peja, Gjakova, Suva Reka, Ferizaj and others.	Though the number of investors is surprising, even more impressive is the employment generated by these investors.	1.0	True
90	bloggers	Herrera was cinematographer on the 2005 Hollie Harper film Kiss and Run, which won Best Comedy in the American Theater of Harlem's Film Festival Cultures Collide. In 2010, Herrera was awarded a Narco News scholarship to the School of Authentic Journalism on the Yucatán peninsula (though he did not attend). Herrera was one of eight immigration bloggers selected  by America's Voice to receive a 2009 full scholarship award to attend Netroots Nation. In 2019, Herrera directed Pipetown, USA, his first feature length documentary.	Herrera war Kameramann für den Film Kiss and Run von Hollie Harper aus dem Jahr 2005, der den Preis für die beste Komödie beim Filmfestival Cultures Collide des American Theater of Harlem gewonnen hat. Im Jahr 2010 erhielt Herrera ein Narco News-Stipendium für die School of Authentic Journalism auf der Halbinsel Yucatán (allerdings nahm er nicht teil). Herrera war einer von acht Einwanderungs-Bloggern, die von America's Voice ausgewählt wurden, um ein Vollstipendium für die Teilnahme an der Netroots Nation im Jahr 2009 zu erhalten. Im Jahr 2019 führte Herrera Pipetown, USA, seinen ersten abendfüllenden Dokumentarfilm, Regie.	M	4	Herrera was cinematographer on the 2005 Hollie Harper film Kiss and Run, which won Best Comedy in the American Theater of Harlem's Film Festival Cultures Collide. In 2010, Herrera was awarded a Narco News scholarship to the School of Authentic Journalism on the Yucatán peninsula (though he did not attend).	2.0	Herrera was one of eight immigration bloggers selected  by America's Voice to receive a 2009 full scholarship award to attend Netroots Nation.	In 2019, Herrera directed Pipetown, USA, his first feature length documentary.	1.0	True
91	bloggers	First release  On July 15, 2019, EndeavourOS released their first ISO. The team did not expect that much of the Antergos community would follow them, but the response and the numbers of community members that joined exceeded their expectations. Not only did the community receive the first release very well, but several bloggers and vloggers gave it very positive reviews, even shortly after launch. Net-install  Immediately after the launch of the distribution, the EndeavourOS team began to develop a net-installer to install with different Desktop Environments directly over the internet.	Erste Veröffentlichung Am 15. Juli 2019 veröffentlichte EndeavourOS ihre erste ISO. Das Team hatte nicht erwartet, dass so viele Mitglieder der Antergos-Community ihnen folgen würden, aber die Resonanz und die Anzahl der Community-Mitglieder, die sich ihnen anschlossen, übertraf ihre Erwartungen. Nicht nur die Community nahm die erste Veröffentlichung sehr gut auf, sondern auch mehrere Blogger und Vlogger gaben ihr kurz nach dem Start sehr positive Bewertungen. Net-Installation Unmittelbar nach der Veröffentlichung der Distribution begann das EndeavourOS-Team damit, einen Net-Installer zu entwickeln, um verschiedene Desktop-Umgebungen direkt über das Internet zu installieren.	M	4	First release  On July 15, 2019, EndeavourOS released their first ISO. The team did not expect that much of the Antergos community would follow them, but the response and the numbers of community members that joined exceeded their expectations.	2.0	Not only did the community receive the first release very well, but several bloggers and vloggers gave it very positive reviews, even shortly after launch.	Net-install  Immediately after the launch of the distribution, the EndeavourOS team began to develop a net-installer to install with different Desktop Environments directly over the internet.	1.0	True
92	bloggers	The Ansarullah Bangla Team (ABT), also called Ansar Bangla is an Islamic Jihadi organization in Bangladesh, implicated in crimes including some brutal attacks and murders of atheist bloggers from 2013 to 2015 and a bank heist in April 2015. The gang was outlawed days after the bank robbery by the Ministry of Home Affairs on 25 May 2015.	Das Ansarullah Bangla Team (ABT), auch Ansar Bangla genannt, ist eine islamische Dschihad-Organisation in Bangladesch, die von 2013 bis 2015 in Verbrechen verwickelt war, darunter brutale Angriffe und Morde an atheistischen Bloggern sowie ein Banküberfall im April 2015. Die Bande wurde wenige Tage nach dem Bankraub am 25. Mai 2015 vom Ministerium für Inneres für illegal erklärt.	M	2						False
95	donors	The National Gamete Donation Service (NGDS) raises awareness of the national shortage of sperm, egg and embryo donors in the UK. Its aim is to recruit donors to alleviate the shortage, and it provides information on egg, sperm and embryo donation and donor recruitment in the UK. It works closely with clinics, donors, recipients, the Department of Health, the HFEA, other professional organisations and the media, and provides impartial and confidential information to all.	Der National Gamete Spenden Dienst (NGDS) sensibilisiert für den nationalen Mangel an Samen-, Eizellen- und Embryospendern im Vereinigten Königreich (UK). Sein Ziel ist es, Spender zu gewinnen, um den Mangel zu lindern, und er bietet Informationen zur Eizell-, Samen- und Embryospende sowie zur Spendergewinnung im Vereinigten Königreich an. Er arbeitet eng mit Kliniken, Spendern, Empfängern, dem Gesundheitsministerium, der HFEA, anderen berufsständischen Organisationen und den Medien zusammen und bietet allen unparteiische und vertrauliche Informationen.	M	3						False
96	donors	To augment its exposure to the study of archaeology, the University contracted with Dr. Ricardo Alegría who taught a course on archaeology in 1973-74 academic year. This offering with continued, upon Dr. Alegría's departure, by Professor Juan Manuel Ledesma Criado, who taught the course for two additional years. It was then that with the help of Mela Pons de Alegría, Ricardo Alegría, Juan Gonzalez, Luis A. Rodriguez Gracia, and several donors, Dr. Enrique Laguerre accomplished his dream of opening the museum. During the 1970s, the museum held collections obtained from the Instituto de Cultura Puertorriqueña, pieces from the Mr. Herman Ferre's private collection, Santos from Dr. Luis F. Sala, archaeological discoveries donated by the Sociedad Guaynia de Arqueología e Historia, and miscellaneous donations from students and friends of the University, and for several years ran under the supervision of university professor Juan Manuel Ledesma Criado.	Um seine Exposition gegenüber dem Studium der Archäologie zu erweitern, beauftragte die Universität Dr. Ricardo Alegría, der im akademischen Jahr 1973-74 einen Archäologie-Kurs unterrichtete. Dieses Angebot wurde fortgesetzt, nachdem Dr. Alegría gegangen war, vom Professor Juan Manuel Ledesma Criado, der den Kurs weitere zwei Jahre lang unterrichtete. Erst dann verwirklichte Dr. Enrique Laguerre mit Hilfe von Mela Pons de Alegría, Ricardo Alegría, Juan Gonzalez, Luis A. Rodriguez Gracia und mehreren Spendern seinen Traum von der Eröffnung des Museums. In den 1970er Jahren beherbergte das Museum Sammlungen des Instituto de Cultura Puertorriqueña, Stücke aus der privaten Sammlung von Herrn Herman Ferre, Santos von Dr. Luis F. Sala, archäologische Funde, die von der Sociedad Guaynia de Arqueología e Historia gespendet wurden, sowie verschiedenen Spenden von Studenten und Freunden der Universität und lief mehrere Jahre unter der Aufsicht des Universitätsprofessors Juan Manuel Ledesma Criado.	M	4	To augment its exposure to the study of archaeology, the University contracted with Dr. Ricardo Alegría who taught a course on archaeology in 1973-74 academic year. This offering with continued, upon Dr. Alegría's departure, by Professor Juan Manuel Ledesma Criado, who taught the course for two additional years.	2.0	It was then that with the help of Mela Pons de Alegría, Ricardo Alegría, Juan Gonzalez, Luis A. Rodriguez Gracia, and several donors, Dr. Enrique Laguerre accomplished his dream of opening the museum.	During the 1970s, the museum held collections obtained from the Instituto de Cultura Puertorriqueña, pieces from the Mr. Herman Ferre's private collection, Santos from Dr. Luis F. Sala, archaeological discoveries donated by the Sociedad Guaynia de Arqueología e Historia, and miscellaneous donations from students and friends of the University, and for several years ran under the supervision of university professor Juan Manuel Ledesma Criado.	1.0	True
97	donors	"Resources   KPF is a non-governmental organization which relies only on private donations and does not accept public funds from any government, domestic or foreign. The largest donations have been made anonymously, and amount to several million dollars sent through an American nonprofit organization called American Friends of Kohelet Policy Forum. An investigative article published at ""Haaretz""  presented conjectures regarding the identify of some major donors, but neither KPF nor the individuals named in the article confirmed these conjectures. The Forum’s legislative research, policy papers, and other research based products are offered to Israeli decision makers for free."	"Ressourcen   KPF ist eine Nichtregierungsorganisation, die ausschließlich auf private Spenden angewiesen ist und keine öffentlichen Gelder von irgendeiner Regierung, inländisch oder ausländisch, annimmt. Die größten Spenden wurden anonym getätigt und belaufen sich auf mehrere Millionen Dollar, die über eine amerikanische gemeinnützige Organisation namens American Friends of Kohelet Policy Forum gesendet wurden. Ein investigativer Artikel, der in ""Haaretz"" veröffentlicht wurde, stellte Vermutungen über die Identität einiger Großspender auf, aber weder KPF noch die in dem Artikel genannten Personen bestätigten diese Vermutungen. Die legislativen Forschungsarbeiten, Politikunterlagen und andere forschungsbasierte Produkte des Forums werden israelischen Entscheidungsträgern kostenlos angeboten."	M	4	Resources   KPF is a non-governmental organization which relies only on private donations and does not accept public funds from any government, domestic or foreign. The largest donations have been made anonymously, and amount to several million dollars sent through an American nonprofit organization called American Friends of Kohelet Policy Forum.	2.0	"An investigative article published at ""Haaretz""  presented conjectures regarding the identify of some major donors, but neither KPF nor the individuals named in the article confirmed these conjectures."	The Forum’s legislative research, policy papers, and other research based products are offered to Israeli decision makers for free.	1.0	True
100	notaries	History  The University of Ferrara was founded on March 4, 1391 by Marquis Alberto V D'Este with the permission of Pope Boniface IX. The Studium Generale was inaugurated on St. Luke's Day (October 18) of that year with courses in law, arts and theology. After the unification of Italy, Ferrara University became a free university with faculties of Law and Mathematics, a three-year course in Medicine (reduced to two years in 1863-64), as well as Schools of Veterinary Medicine (abolished in 1876), Pharmacy, and for public Notaries. After World War II, it started to be state-supported and this allowed the opening of many faculties and research departments.	Die Universität von Ferrara wurde am 4. März 1391 von Marquis Alberto V D'Este mit Erlaubnis von Papst Bonifaz IX. gegründet. Das Studium Generale wurde an St. Lukas Tag (18. Oktober) desselben Jahres mit Kursen in Recht, Kunst und Theologie eröffnet. Nach der Vereinigung Italiens wurde die Universität Ferrara eine freie Universität mit Fakultäten für Recht und Mathematik, einem dreijährigen Medizinstudium (ab 1863-64 auf zwei Jahre verkürzt), sowie Schulen für Veterinärmedizin (1876 abgeschafft), Pharmazie und für öffentliche Notare. Nach dem Zweiten Weltkrieg begann sie staatlich unterstützt zu werden, was die Eröffnung vieler Fakultäten und Forschungsabteilungen ermöglichte.	M	4	History  The University of Ferrara was founded on March 4, 1391 by Marquis Alberto V D'Este with the permission of Pope Boniface IX. The Studium Generale was inaugurated on St. Luke's Day (October 18) of that year with courses in law, arts and theology.	2.0	After the unification of Italy, Ferrara University became a free university with faculties of Law and Mathematics, a three-year course in Medicine (reduced to two years in 1863-64), as well as Schools of Veterinary Medicine (abolished in 1876), Pharmacy, and for public Notaries.	After World War II, it started to be state-supported and this allowed the opening of many faculties and research departments.	1.0	True
101	notaries	History The Office of Secretary of State for Justice was created on 13 May 1994, when the ministries of Justice and the Interior were merged. From the Secretary of State depended as its highest department the General Secretariat for Justice and this, in turn, had as its superior body a Directorate-General for the judicial infrastructure. Apart from the General Secretariat, it had other departments as the Directorate-General for Registries and Notaries, the Directorate-General of the State Legal Service (current Solicitor General), the Directorate-General for Conscientious Objection and the Directorate-General for Codification and International Legal Cooperation, as well as a cabinet for religious affairs. As of 1996, the restored Directorate-General for Relations with the Administration of Justice was integrated into it and the cabinet of religious affairs was elevated to the rank of directorate-general.	Geschichte Das Amt des Staatssekretärs für Justiz wurde am 13. Mai 1994 geschaffen, als die Ministerien für Justiz und Inneres fusionierten. Das Generaldirektorat für Justiz unterstand dem Staatssekretär als höchste Abteilung und wiederum hatte dieses eine übergeordnete Behörde, die Generaldirektion für die justizielle Infrastruktur. Neben dem Generalsekretariat gab es weitere Abteilungen wie die Generaldirektion für Register und Notariate, die Generaldirektion des Staatsrechtlichen Dienstes (derzeit der Generalstaatsanwalt), die Generaldirektion für Kriegsdienstverweigerung und die Generaldirektion für Kodifikation und internationale Rechtskooperation sowie ein Kabinett für religiöse Angelegenheiten. Ab 1996 wurde die wiederhergestellte Generaldirektion für Beziehungen zur Justizverwaltung in das Amt integriert und das Kabinett für religiöse Angelegenheiten zum Rang einer Generaldirektion erhoben.	M	5						False
