rid	seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
210	participants	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies. The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process. Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	Der Vorstand sollte ein Budget genehmigen und Richtlinien für die Ressourcenzuweisung festlegen, die den strategischen Prioritäten entsprechen. Vorstände sollten eine offene Kommunikation mit den Hochschulangehörigen sicherstellen. Der Verwaltungsrat sollte ein Bekenntnis zur Verantwortlichkeit und Transparenz zeigen und das Verhalten verkörpern, das er von anderen Teilnehmern im Governance-Prozess erwartet. Verwaltungsräte tragen die letztendliche Verantwortung für die Bestellung und Beurteilung der Leistung des Präsidenten.	M	4	The board should approve a budget and establish guidelines for resource allocation using a process that reflects strategic priorities. Boards should ensure open communication with campus constituencies.	2.0	The governing board should manifest a commitment to accountability and transparency and should exemplify the behavior it expects of other participants in the governance process.	Governing boards have the ultimate responsibility to appoint and assess the performance of the president.	1.0	True
212	participants	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others. To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people. The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	Dies legt nahe, dass die Zuschreibung von sozialem Wert an Menschen und Dinge auf einem ähnlichen grundlegenden neuronalen Mechanismus beruht, anstatt auf spezialisierten neuronalen Schaltkreisen. Eine weitere Forschungsrichtung untersucht, wie das Gehirn die dynamische soziale Struktur verfolgt, während Menschen mit anderen interagieren. Um dies zu untersuchen, hat Schillers Team ein soziales Spiel entwickelt, bei dem die Teilnehmer in eine imaginäre Stadt kommen und durch Interaktion mit den Bewohnern einen Job und einen Wohnort finden müssen. Die Studie ergab, dass der Standort jeder Figur im Verhältnis zum Teilnehmer in jeder Interaktion durch Polarkoordinaten in einem zweidimensionalen Achsensystem von Macht und Bindung beschrieben werden konnte und dass diese Koordinaten während des Spiels im Hippocampus und im hinteren cingulären Kortex encodiert waren.	M	4	This suggests that the attribution of social value to people and to things relies on similar basic neural mechanism rather than specialized neural circuits. Another line of research examines how the brain tracks dynamic social structure as people interact with others.	2.0	To address this, Schiller's team created a social game in which participants arrive to an imaginary town and need to find a job and a place to live by interacting with the town's people.	The study found that the location of each character relative to the participant in each interaction could be described by polar coordinates in a two-dimensional axis system of power and affiliation, and that these coordinates were encoded throughout the game by the hippocampus and the posterior cingulate cortex.	1.0	True
215	lawyers	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits. The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day. Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	Früher wurde es nur unter bestimmten Bedingungen gewährt. Innerhalb der ersten zwei Jahre nach Verabschiedung dieses Gesetzes nahmen die Khul'-Klagen vor Gericht exponentiell zu. Das Gesetz muss jedoch noch vom Parlament genehmigt werden und wird bis heute von vielen Anwälten verurteilt. Nigeria Khul' ist die häufigste Form der Scheidung im Norden Nigerias.	M	4	Earlier it was only given on certain grounds. Within the first two years of passing this law, the courts saw an exponential increase in khulʿ lawsuits.	2.0	The law has yet to be approved by parliament, however, and it is still condemned by many lawyers to this day.	Nigeria Khulʿ is the most common form of divorce in Northern Nigeria.	1.0	True
217	lawyers	Cohen has served as the committee Consultant for the National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public, and was the president of the Institute for Integrative and Energy Medicine in Newport Beach, California. He is also a yoga practitioner and author of articles for yoga instructors, as well as medical and legal professionals. Publishing Cohen's first book was Creative Writing for Lawyers, which was published in 1990. The book was intended to draw the natural fictional talents of lawyers, with the idea that legal and fictional writing are compatible genres.	"Cohen war als Berater des Ausschusses für die Verwendung von komplementärer und alternativer Medizin durch die amerikanische Öffentlichkeit von der National Academy of Sciences tätig und war der Präsident des Instituts für integrative und energetische Medizin in Newport Beach, Kalifornien. Er ist auch ein Yoga-Praktizierender und Autor von Artikeln für Yoga-Lehrer sowie für medizinische und juristische Fachkräfte. Cohens erstes Buch mit dem Titel ""Creative Writing for Lawyers"" wurde im Jahr 1990 veröffentlicht. Das Buch hatte die Absicht, die natürlichen fiktionalen Talente von Anwälten hervorzubringen, mit der Idee, dass juristisches und fiktionales Schreiben kompatible Genres sind."	M	4	Cohen has served as the committee Consultant for the National Academy of Sciences Committee on the Use of Complementary and Alternative Medicine by the American Public, and was the president of the Institute for Integrative and Energy Medicine in Newport Beach, California. He is also a yoga practitioner and author of articles for yoga instructors, as well as medical and legal professionals.	2.0	Publishing Cohen's first book was Creative Writing for Lawyers, which was published in 1990.	The book was intended to draw the natural fictional talents of lawyers, with the idea that legal and fictional writing are compatible genres.	1.0	True
219	lawyers	In the 2nd episode of Season 8, Carla is killed in a car accident. Peter takes Reese into his full custody, but when Roger continues to appeal for time with his stepson, Peter insists that Roger move on with his life and stay away. Roger sues Peter for custody of Reese, and his lawyers force Peter to address the fact that he may not be Reese's biological father. Peter takes another paternity test and this time learns the truth—he is not Reese's biological father.	In der 2. Folge der 8. Staffel stirbt Carla bei einem Autounfall. Peter nimmt Reese in seine volle Obhut, aber als Roger weiterhin Zeit mit seinem Stiefsohn verlangt, besteht Peter darauf, dass Roger weitermacht und sich fernhält. Roger verklagt Peter auf das Sorgerecht für Reese, und seine Anwälte zwingen Peter, sich mit der Tatsache auseinanderzusetzen, dass er möglicherweise nicht Reeses leiblicher Vater ist. Peter macht einen weiteren Vaterschaftstest und erfährt diesmal die Wahrheit - er ist nicht Reeses biologischer Vater.	M	4	In the 2nd episode of Season 8, Carla is killed in a car accident. Peter takes Reese into his full custody, but when Roger continues to appeal for time with his stepson, Peter insists that Roger move on with his life and stay away.	2.0	Roger sues Peter for custody of Reese, and his lawyers force Peter to address the fact that he may not be Reese's biological father.	Peter takes another paternity test and this time learns the truth—he is not Reese's biological father.	1.0	True
223	speculators	To persuade the legislature to give up the ore tax, US Steel agreed to build a manufacturing complex in Duluth, and produce some finished materials and products within the state that supplied the most iron ore to the company. US Steel carried coal and other raw materials in their ships up the Great Lakes to Duluth in their otherwise empty cargo holds; they filled the freighters with iron ore to return to the mills on the lower lakes, especially in Illinois and Ohio. Many speculators thought that Duluth would become a massive manufacturing center, second only to Pittsburgh or Chicago, but these ambitions never came close to being realized. The Minnesota Steel Company, which was incorporated by U.S. Steel in 1907, was the subsidiary operating unit of U.S. Steel in Duluth.	Um das Parlament davon zu überzeugen, die Erzsteuer aufzugeben, stimmte US Steel zu, einen Produktionskomplex in Duluth zu errichten und einige fertige Materialien und Produkte im Bundesstaat herzustellen, der dem Unternehmen am meisten Eisenerz lieferte. US Steel transportierte Kohle und andere Rohstoffe in ihren Schiffen durch die Großen Seen nach Duluth in ihren ansonsten leeren Frachträumen; sie füllten die Frachter mit Eisenstein, um sie in den Mühlen der unteren Seen, insbesondere in Illinois und Ohio, zurückzubringen. Viele Spekulanten dachten, dass Duluth zu einem massiven Produktionszentrum werden würde, das nur Pittsburgh oder Chicago übertreffen würde, aber diese Ambitionen wurden nie annähernd verwirklicht. Die Minnesota Steel Company, die 1907 von US Steel gegründet wurde, war die Tochtergesellschaft von US Steel in Duluth.	M	4	To persuade the legislature to give up the ore tax, US Steel agreed to build a manufacturing complex in Duluth, and produce some finished materials and products within the state that supplied the most iron ore to the company. US Steel carried coal and other raw materials in their ships up the Great Lakes to Duluth in their otherwise empty cargo holds; they filled the freighters with iron ore to return to the mills on the lower lakes, especially in Illinois and Ohio.	2.0	Many speculators thought that Duluth would become a massive manufacturing center, second only to Pittsburgh or Chicago, but these ambitions never came close to being realized.	The Minnesota Steel Company, which was incorporated by U.S. Steel in 1907, was the subsidiary operating unit of U.S. Steel in Duluth.	1.0	True
225	economists	"Lerner was 62 when he was given a professorship at the University of California, Berkeley in 1965 and left after reaching mandatory retirement age six years later. During his time there, Lerner criticized the unrest caused by the student protests as a threat to academic freedom. Although Lerner never received the Sveriges Riksbank's Nobel Memorial Prize in Economic Sciences, he has been recognized as one of the greatest economists of his era. Fundamental economic ""concepts, theorems and rules"" were derived and/or furthered by Lerner's work throughout his academic career."	"Lerner war 1965, als er einen Lehrstuhl an der University of California, Berkeley erhalten hat, 62 Jahre alt und verließ die Universität nach Erreichen des gesetzlichen Rentenalters sechs Jahre später. Während seiner Zeit dort kritisierte Lerner die Unruhen, die durch die Studentenproteste als Bedrohung für die akademische Freiheit verursacht wurden. Obwohl Lerner nie den Alfred-Nobel-Gedächtnispreis für Wirtschaftswissenschaften der Schwedischen Reichsbank erhalten hat, wurde er als einer der größten Ökonomen seiner Ära anerkannt. Fundamentale wirtschaftliche ""Konzepte, Theoreme und Regeln"" wurden durch Lerners Arbeit während seiner akademischen Karriere abgeleitet und/oder weiterentwickelt."	M	4	Lerner was 62 when he was given a professorship at the University of California, Berkeley in 1965 and left after reaching mandatory retirement age six years later. During his time there, Lerner criticized the unrest caused by the student protests as a threat to academic freedom.	2.0	Although Lerner never received the Sveriges Riksbank's Nobel Memorial Prize in Economic Sciences, he has been recognized as one of the greatest economists of his era.	"Fundamental economic ""concepts, theorems and rules"" were derived and/or furthered by Lerner's work throughout his academic career."	1.0	True
228	economists	B. Clark. In 1930 Hayek re-opened the debate by linking lower interest rates with more indirect methods of production, i.e., with higher capital/labor ratios. Since the interest rate was for Hayek the price of capital, it was clear that Hayek (as all Neoclassical economists) thought that lower interest rates would lead to more capital-intensive production methods. With the outbreak of the Great Depression, the debates over capital theory were abandoned, and it was not until 1953, due to a paper by Joan Robinson, that the topic was again given prominence.	B. Clark. Im Jahr 1930 eröffnete Hayek die Debatte erneut, indem er niedrigere Zinssätze mit indirekteren Produktionsmethoden verknüpfte, d.h. mit höheren Kapital-/Arbeitsverhältnissen. Da der Zinssatz für Hayek der Preis des Kapitals war, war es klar, dass Hayek (wie alle neoklassischen Ökonomen) davon ausging, dass niedrigere Zinssätze zu kapitalintensiveren Produktionsmethoden führen würden. Mit dem Ausbruch der Großen Depression wurden die Debatten über Kapitaltheorie eingestellt, und erst 1953 wurde das Thema durch einen Artikel von Joan Robinson erneut in den Vordergrund gerückt.	M	4	B. Clark. In 1930 Hayek re-opened the debate by linking lower interest rates with more indirect methods of production, i.e., with higher capital/labor ratios.	2.0	Since the interest rate was for Hayek the price of capital, it was clear that Hayek (as all Neoclassical economists) thought that lower interest rates would lead to more capital-intensive production methods.	With the outbreak of the Great Depression, the debates over capital theory were abandoned, and it was not until 1953, due to a paper by Joan Robinson, that the topic was again given prominence.	1.0	True
229	economists	In response, the Club sponsored a petition of 1,028 economists who stated their opposition to protectionist policies against China. The list of economists included Nobel Laureates Finn Kydland, Edward Prescott, Thomas Schelling, and Vernon Smith. The petition played off a similar petition that was also signed by 1,028 economists in 1930 that opposed the Smoot-Hawley Tariff Act. 2008–09  In 2008 and 2009, the Club for Growth opposed the $787 billion stimulus bill, Cash for Clunkers, cap and trade legislation, the Wall Street bailout, the auto bailout, the Affordable Care Act and the bailout of Fannie Mae and Freddie Mac.	"Als Reaktion darauf sponserte der Club eine Petition von 1.028 Wirtschaftswissenschaftlern, die ihre ablehnende Haltung gegenüber protektionistischen Maßnahmen gegen China zum Ausdruck brachten. Unter den Wirtschaftswissenschaftlern auf der Liste befanden sich die Nobelpreisträger Finn Kydland, Edward Prescott, Thomas Schelling und Vernon Smith. Die Petition knüpfte an eine ähnliche Petition an, die im Jahr 1930 von ebenfalls 1.028 Wirtschaftswissenschaftlern unterzeichnet wurde und sich gegen den Smoot-Hawley Tariff Act aussprach. In den Jahren 2008 und 2009 lehnte der Club for Growth das 787 Milliarden Dollar Konjunkturprogramm, die ""Cash for Clunkers"" Initiative, das Cap-and-Trade-Gesetz, die Rettungsaktion für die Wall Street, die Rettungsaktion für die Automobilindustrie, den Affordable Care Act sowie die Rettungsaktion für Fannie Mae und Freddie Mac ab."	M	4	In response, the Club sponsored a petition of 1,028 economists who stated their opposition to protectionist policies against China. The list of economists included Nobel Laureates Finn Kydland, Edward Prescott, Thomas Schelling, and Vernon Smith.	2.0	The petition played off a similar petition that was also signed by 1,028 economists in 1930 that opposed the Smoot-Hawley Tariff Act. 2008–09	In 2008 and 2009, the Club for Growth opposed the $787 billion stimulus bill, Cash for Clunkers, cap and trade legislation, the Wall Street bailout, the auto bailout, the Affordable Care Act and the bailout of Fannie Mae and Freddie Mac.	1.0	True
230	beginners	"He asked Smyslov to check for errors, and some minor corrections later, the book was published (1957) bearing both names, under the title Teoriya ladeynykh okonchaniy (""The theory of rook endings""), later published in English in 1971 under the title Rook Endings. Smyslov freely admits that all of the hard work was carried out by his co-author. In his time, Levenfish also wrote books for beginners and edited a collaborative effort on chess openings, titled Sovremenny debyut (""Modern openings""). His posthumously published autobiography, Izbrannye partii i vospominaniya (1967), contained 79 annotated games."	"Er bat Smyslov, nach Fehlern zu suchen, und nach einigen geringfügigen Korrekturen wurde das Buch (1957) unter beiden Namen veröffentlicht, unter dem Titel Teoriya ladeynykh okonchaniy (Die Theorie der Turmendspiele""), später 1971 auf Englisch unter dem Titel Rook Endings veröffentlicht. Smyslov gibt frei zu, dass seine Co-Autorin die ganze Arbeit geleistet hat. Levenfish schrieb auch Bücher für Anfänger und bearbeitete eine gemeinsame Arbeit über Schacheröffnungen mit dem Titel Sovremenny debyut (""Moderne Eröffnungen""). Seine posthum veröffentlichte Autobiografie Izbrannye partii i vospominaniya (1967) enthielt 79 kommentierte Partien."""	M	4	"He asked Smyslov to check for errors, and some minor corrections later, the book was published (1957) bearing both names, under the title Teoriya ladeynykh okonchaniy (""The theory of rook endings""), later published in English in 1971 under the title Rook Endings. Smyslov freely admits that all of the hard work was carried out by his co-author."	2.0	"In his time, Levenfish also wrote books for beginners and edited a collaborative effort on chess openings, titled Sovremenny debyut (""Modern openings"")."	His posthumously published autobiography, Izbrannye partii i vospominaniya (1967), contained 79 annotated games.	1.0	True
231	beginners	"Their game entertains without annoying, and there aren't many games, especially by mail, of which that can be said."" In 1986, reviewer Dale A. Perkins stated that ""If you are into Dungeons and Dragons' style combat, this is the game for you"", recommending trying the game, regardless of gaming background. In 1991, reviewer Vickie Lloyd advised that her concerns with the game were ""very minor"" and Quest was ""a great game and I very much recommend it"", especially for beginners. In 1985, the game tied with DuelMasters, Pellic Quest, and Power for Third Place in the 1st Annual Paper Mayhem Awards for ""Best PBM Game""."	"Ihr Spiel unterhält, ohne zu stören, und es gibt nicht viele Spiele, besonders per Post, von denen das gesagt werden kann. Im Jahr 1986 stellte der Rezensent Dale A. Perkins fest, dass ""Wenn Sie sich für Dungeons and Dragons Style-Kampf interessieren, ist dies das Spiel für Sie"", und empfahl, das Spiel auszuprobieren, unabhängig von der Spielerfahrung. Im Jahr 1991 wies die Rezensentin Vickie Lloyd darauf hin, dass ihre Bedenken hinsichtlich des Spiels ""sehr geringfügig"" seien und Quest ""ein großartiges Spiel ist und ich es sehr empfehle"", besonders für Anfänger. Im Jahr 1985 belegte das Spiel zusammen mit DuelMasters, Pellic Quest und Power den dritten Platz in den 1st Annual Paper Mayhem Awards für das ""Beste PBM Spiel""."	M	4	"Their game entertains without annoying, and there aren't many games, especially by mail, of which that can be said."" In 1986, reviewer Dale A. Perkins stated that ""If you are into Dungeons and Dragons' style combat, this is the game for you"", recommending trying the game, regardless of gaming background."	2.0	"In 1991, reviewer Vickie Lloyd advised that her concerns with the game were ""very minor"" and Quest was ""a great game and I very much recommend it"", especially for beginners."	"In 1985, the game tied with DuelMasters, Pellic Quest, and Power for Third Place in the 1st Annual Paper Mayhem Awards for ""Best PBM Game""."	1.0	True
232	beginners	Damu decides to earn some quick money by playing the game. He starts playing the game. Beginners luck works in the case of Damu. Initially he wins the games  and his greed for money grows more.	Damu entscheidet sich, schnell etwas Geld zu verdienen, indem er das Spiel spielt. Er fängt an, das Spiel zu spielen. Das Anfängerglück funktioniert im Fall von Damu. Anfangs gewinnt er die Spiele und seine Geldgier wächst weiter.	M	4	Damu decides to earn some quick money by playing the game. He starts playing the game.	2.0	Beginners luck works in the case of Damu.	Initially he wins the games  and his greed for money grows more.	1.0	True
237	investigators	A total of 43 knife wounds were inflicted on Uemura’s body, including 31 to the neck during the assault, which lasted more than an hour. Populist weekly Shukan Shincho reported the wounds appeared to indicate that whoever killed Ryota may have been trying to decapitate him. “Some investigators suspect (the criminals) watched Internet videos showing the execution of hostages by Islamic State (IS) fighters and sought to mimic them,” the magazine said, quoting an unnamed source close to police. Prosecution  On 27 February 2015, an 18-year-old boy was arrested by Kanagawa Police on suspicion of murder.	"Insgesamt wurden 43 Messerstiche am Körper von Uemura zugefügt, darunter 31 am Hals während des Angriffs, der länger als eine Stunde dauerte. Die populistische Wochenzeitschrift Shukan Shincho berichtete, dass die Wunden darauf hindeuten könnten, dass derjenige, der Ryota getötet hat, versucht haben könnte, ihn zu enthaupten. ""Einige Ermittler vermuten, dass die Täter Internetvideos gesehen haben könnten, die die Hinrichtung von Geiseln durch Kämpfer des Islamischen Staates (IS) zeigen, und versuchten, sie zu imitieren"", sagte das Magazin unter Berufung auf eine nicht genannte Quelle nahe der Polizei. Am 27. Februar 2015 wurde ein 18-jähriger Junge von der Kanagawa-Polizei wegen des Verdachts auf Mord verhaftet."	M	4	A total of 43 knife wounds were inflicted on Uemura’s body, including 31 to the neck during the assault, which lasted more than an hour. Populist weekly Shukan Shincho reported the wounds appeared to indicate that whoever killed Ryota may have been trying to decapitate him.	2.0	“Some investigators suspect (the criminals) watched Internet videos showing the execution of hostages by Islamic State (IS) fighters and sought to mimic them,” the magazine said, quoting an unnamed source close to police.	Prosecution  On 27 February 2015, an 18-year-old boy was arrested by Kanagawa Police on suspicion of murder.	1.0	True
240	contemporaries	DHAC organised, in conjunction with the Northern Ireland Civil Rights Association (NICRA), the second civil rights march in Northern Ireland. This march, which took place on 5 October 1968, is generally seen as the birthdate of the Northern Ireland Civil Rights Movement. His political contemporaries included Bernadette Devlin, for whom he served as an election agent. He stood for election in the Foyle constituency at the 1969 Northern Ireland general election for the Northern Ireland Labour Party, placing third with 1,993 votes (12.3% of the total).	DHAC organisierte zusammen mit der Northern Ireland Civil Rights Association (NICRA) den zweiten Marsch für Bürgerrechte in Nordirland. Dieser Marsch, der am 5. Oktober 1968 stattfand, gilt allgemein als Geburtsdatum der Nordirland Civil Rights Bewegung. Zu seinen politischen Zeitgenossen gehörte Bernadette Devlin, für die er als Wahlhelfer tätig war. Er kandidierte im Wahlbezirk Foyle bei der Nordirland-Parlamentswahl 1969 für die Northern Ireland Labour Party und belegte mit 1.993 Stimmen (12,3% des Gesamtergebnisses) den dritten Platz.	M	4	DHAC organised, in conjunction with the Northern Ireland Civil Rights Association (NICRA), the second civil rights march in Northern Ireland. This march, which took place on 5 October 1968, is generally seen as the birthdate of the Northern Ireland Civil Rights Movement.	2.0	His political contemporaries included Bernadette Devlin, for whom he served as an election agent.	He stood for election in the Foyle constituency at the 1969 Northern Ireland general election for the Northern Ireland Labour Party, placing third with 1,993 votes (12.3% of the total).	1.0	True
242	contemporaries	He then went on to Condado Vanderbilt Hotel. And thereafter his name began to gain popularity with bands like Luis Morales, La Tropicana and Pepito Torres and his unforgettable Siboney. Like many of his contemporaries in the 1940s, Moneró migrated north to settle in New York City. There he took trumpet lessons with Charles Colin.	Dann ging er zum Condado Vanderbilt Hotel. Und danach begann sein Name an Popularität zu gewinnen mit Bands wie Luis Morales, La Tropicana und Pepito Torres und seinem unvergesslichen Siboney. Wie viele seiner Zeitgenossen in den 1940er Jahren wanderte Moneró in den Norden aus, um sich in New York City niederzulassen. Dort nahm er Trompetenunterricht bei Charles Colin.	M	4	He then went on to Condado Vanderbilt Hotel. And thereafter his name began to gain popularity with bands like Luis Morales, La Tropicana and Pepito Torres and his unforgettable Siboney.	2.0	Like many of his contemporaries in the 1940s, Moneró migrated north to settle in New York City.	There he took trumpet lessons with Charles Colin.	1.0	True
245	jurists	At another level, the International Commission of Jurists pleaded with R. Venkataraman, to grant clemency to Kehar Singh. Commission Secretary General Niall MacDermot, British Labour Party politician, said he was profoundly disturbed by the rejection of pleas for mercy. Following is the text of the appeal:   The International Commission of Jurists is profoundly disturbed by the rejection of pleas for mercy which have caused deep concern among the jurists throughout the world. As appears from the judgment, the only substantial evidence on which his conviction was based was that he had talks with Beant Singh on various occasions but there was no evidence as to the contents of those talks.	Auf einer anderen Ebene bat die Internationale Juristenkommission R. Venkataraman eindringlich, Kehar Singh Begnadigung zu gewähren. Der Generalsekretär der Kommission, Niall MacDermot, ein Politiker der britischen Labour Party, äußerte sich zutiefst besorgt über die Ablehnung der Gnadenbitten. Hier ist der Text des Appells:   Die Internationale Juristenkommission ist zutiefst besorgt über die Ablehnung der Gnadenbitten, die unter den Juristen weltweit für große Besorgnis gesorgt haben. Wie aus dem Urteil hervorgeht, war die einzige substantielle Beweise für seine Verurteilung, dass er mehrmals mit Beant Singh gesprochen hatte, aber es gab keine Beweise für den Inhalt dieser Gespräche.	M	4	At another level, the International Commission of Jurists pleaded with R. Venkataraman, to grant clemency to Kehar Singh. Commission Secretary General Niall MacDermot, British Labour Party politician, said he was profoundly disturbed by the rejection of pleas for mercy.	2.0	Following is the text of the appeal:   The International Commission of Jurists is profoundly disturbed by the rejection of pleas for mercy which have caused deep concern among the jurists throughout the world.	As appears from the judgment, the only substantial evidence on which his conviction was based was that he had talks with Beant Singh on various occasions but there was no evidence as to the contents of those talks.	1.0	True
246	jurists	"He was highly distinguished for coining the popular saying: ""kullu mujtahid musib"", roughly translated as ""every earnest exercise of interpretation results in an acceptable conclusion"". Life  Ubayd Allah was born in Basra between 718/9 and 724/5 AD. He stemmed from a notable Basran family of jurists, belonging to the Arab tribe of Tamim. He was appointed in 773 AD as qadi and governor of Basra by the Abbasid caliph al-Mansur (r. 754–775) succeeding the qadi Sewar ibn Abdallah al-Anbari."	"Er wurde für sein prägendes Zitat ""kullu mujtahid musib"" hoch geschätzt, was grob übersetzt bedeutet ""jede ernsthafte Interpretationsübung führt zu einer annehmbaren Schlussfolgerung"". Ubayd Allah wurde zwischen 718/9 und 724/5 n. Chr. in Basra geboren. Er stammte aus einer angesehenen Basraner Juristenfamilie und gehörte dem arabischen Stamm der Tamim an. Im Jahr 773 n. Chr. wurde er von dem Abassidenkalifen al-Mansur (r. 754–775) zum Qadi und Gouverneur von Basra ernannt und trat die Nachfolge des Qadi Sewar ibn Abdallah al-Anbari an."	M	4	"He was highly distinguished for coining the popular saying: ""kullu mujtahid musib"", roughly translated as ""every earnest exercise of interpretation results in an acceptable conclusion"". Life  Ubayd Allah was born in Basra between 718/9 and 724/5 AD."	2.0	He stemmed from a notable Basran family of jurists, belonging to the Arab tribe of Tamim.	He was appointed in 773 AD as qadi and governor of Basra by the Abbasid caliph al-Mansur (r. 754–775) succeeding the qadi Sewar ibn Abdallah al-Anbari.	1.0	True
247	jurists	"He was the attorney for Erich Koch, one of the leaders of the Nazi Party in East Prussia. During the Third Reich, he worked for the Reich Ministry of Justice in several different positions as an attorney and legal advisor. He was also Gauführer of the professional organization of Nazi jurists. Biography Vollmer wrote his doctoral dissertation in 1926 on ""The Development and Contemporary Meaning of Hostageship: a Study in International Law"" at the University of Cologne."	"Er war der Anwalt von Erich Koch, einem der Führer der NSDAP in Ostpreußen. Während des Dritten Reiches arbeitete er für das Reichsjustizministerium in verschiedenen Positionen als Anwalt und Rechtsberater. Er war auch Gauführer der Berufsorganisation der nationalsozialistischen Juristen. Biografie Vollmer schrieb seine Doktorarbeit im Jahr 1926 über ""Die Entwicklung und zeitgenössische Bedeutung der Geiselnahme: eine Studie zum Völkerrecht"" an der Universität zu Köln."	M	4	He was the attorney for Erich Koch, one of the leaders of the Nazi Party in East Prussia. During the Third Reich, he worked for the Reich Ministry of Justice in several different positions as an attorney and legal advisor.	2.0	He was also Gauführer of the professional organization of Nazi jurists.	"Biography Vollmer wrote his doctoral dissertation in 1926 on ""The Development and Contemporary Meaning of Hostageship: a Study in International Law"" at the University of Cologne."	1.0	True
250	users	"With co-designing, there are often relatively strict submission requirements, so it is categorized as having fixed contribution. They give the example of Threadless, a website selling user-designed T-shirts, which typically accepted two percent of customer submissions for product designs. Another example can be Lego which has introduced the ""Lego Ideas"" platform to rope in the users to contribute a newer design. And once the design garners 10,000 followers, Lego actually brings it on their Lego store shelves which is also an ideal example for co-creation."	"Mit Co-Design gibt es oft relativ strenge Einreichungsanforderungen, daher wird es als fester Beitrag kategorisiert. Sie geben das Beispiel von Threadless, einer Website, die von Benutzern entworfene T-Shirts verkauft, bei der in der Regel zwei Prozent der Kundenbeiträge für Produktgestaltungen akzeptiert werden. Ein weiteres Beispiel ist Lego, das die Plattform ""Lego Ideas"" eingeführt hat, um die Benutzer dazu zu bringen, einen neueren Entwurf beizusteuern. Und sobald der Entwurf 10.000 Follower gewinnt, bringt Lego ihn tatsächlich in ihre Lego-Ladenregale, was auch ein ideales Beispiel für Co-Kreation ist."	M	4	With co-designing, there are often relatively strict submission requirements, so it is categorized as having fixed contribution. They give the example of Threadless, a website selling user-designed T-shirts, which typically accepted two percent of customer submissions for product designs.	2.0	"Another example can be Lego which has introduced the ""Lego Ideas"" platform to rope in the users to contribute a newer design."	And once the design garners 10,000 followers, Lego actually brings it on their Lego store shelves which is also an ideal example for co-creation.	1.0	True
251	users	Together with the hardware kill switches, this results in larger printed circuit boards (PCBs) and less energy efficiency compared to the mass-produced Android phone that has an integrated System on a Chip, such as the Snapdragon, Helio or Exynos. The PinePhone is thinner at 9.2 mm than the Librem 5 which is 15.5 mm thick, because the PinePhone solders its wireless communication chips to the PCB whereas the Librem 5 places the cellular baseband and WiFi/Bluetooth on two removable M.2 cards. Pine64 is the second phone maker (after OpenMoko) to offer booting from a microSD card, which allows users to try out one or more operating systems before installing in the internal flash memory. Another distinctive feature of the PinePhone is the I2C connector under the back cover, which can be used for adding mods to the phone.	Zusammen mit den Hardware-Kill-Switches führt dies zu größeren gedruckten Leiterplatten (PCBs) und geringerer Energieeffizienz im Vergleich zum massenproduzierten Android-Telefon, das einen integrierten System on a Chip, wie den Snapdragon, Helio oder Exynos, hat. Das PinePhone ist mit 9,2 mm dünner als das Librem 5, das 15,5 mm dick ist, da das PinePhone seine drahtlosen Kommunikationschips auf die Leiterplatte lötet, während das Librem 5 die Mobilfunk-Basisband- und WiFi/Bluetooth-Komponenten auf zwei herausnehmbaren M.2-Karten platzieren. Pine64 ist der zweite Handyhersteller (nach OpenMoko), der das Booten von einer microSD-Karte anbietet, was es den Benutzern ermöglicht, ein oder mehrere Betriebssysteme auszuprobieren, bevor sie in den internen Flash-Speicher installiert werden. Ein weiteres markantes Merkmal des PinePhone ist der I2C-Anschluss unter der Rückabdeckung, der zum Hinzufügen von Modifikationen zum Telefon verwendet werden kann.	M	4	Together with the hardware kill switches, this results in larger printed circuit boards (PCBs) and less energy efficiency compared to the mass-produced Android phone that has an integrated System on a Chip, such as the Snapdragon, Helio or Exynos. The PinePhone is thinner at 9.2 mm than the Librem 5 which is 15.5 mm thick, because the PinePhone solders its wireless communication chips to the PCB whereas the Librem 5 places the cellular baseband and WiFi/Bluetooth on two removable M.2 cards.	2.0	Pine64 is the second phone maker (after OpenMoko) to offer booting from a microSD card, which allows users to try out one or more operating systems before installing in the internal flash memory.	Another distinctive feature of the PinePhone is the I2C connector under the back cover, which can be used for adding mods to the phone.	1.0	True
